id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,avatar
3021671458,Henriette Reker,HenrietteReker,Kölner Oberbürgermeisterin. Parteilos. Es twittern Henriette Reker (HR) und ihr Team (TR). Instagram: HenrietteReker. Impressum siehe Link.,Köln,http://www.henriettereker.de,6 Feb 2015,7:50 AM,1432,421,5787,209,393,False,True,https://pbs.twimg.com/profile_images/1016988940274995200/cG1clDTb_400x400.jpg
