news,prom,userID,user_express,category
0.0,0.0,807913077211561984,100.0,2
0.0,100.0,818216452389945345,0.0,1
61.111111111111114,11.11111111111111,849443904881643525,27.77777777777778,0
50.0,0.0,349394162,50.0,0
0.0,33.33333333333333,865647762481623041,66.66666666666666,2
0.0,0.0,891416491,100.0,2
16.666666666666664,0.0,2906618390,83.33333333333334,2
80.0,0.0,854000327200309252,20.0,0
0.0,100.0,862081360156143617,0.0,1
0.0,50.0,3159233601,50.0,1
50.0,0.0,1192767230,50.0,0
0.0,50.0,2506035354,50.0,1
0.0,0.0,1965170042,100.0,2
66.66666666666666,0.0,827495764049981442,33.33333333333333,0
0.0,33.33333333333333,2374545913,66.66666666666666,2
60.0,40.0,844603861641953284,0.0,0
54.54545454545454,40.909090909090914,754381761845432321,4.545454545454546,0
0.0,0.0,2432388957,100.0,2
0.0,50.0,3034111106,50.0,1
0.0,33.33333333333333,797107701994098689,66.66666666666666,2
0.0,100.0,820645362784473089,0.0,1
100.0,0.0,801010479460184068,0.0,0
0.0,0.0,983600612,100.0,2
0.0,0.0,880141869509955584,100.0,2
0.0,33.33333333333333,718264057225179141,66.66666666666666,2
84.375,3.125,869967070984851457,12.5,0
0.0,0.0,3143550214,100.0,2
0.0,0.0,878034154910339073,100.0,2
0.0,0.0,250929237,100.0,2
0.0,100.0,791773289085624358,0.0,1
18.181818181818183,36.36363636363637,872263794982105090,45.45454545454545,2
80.0,0.0,856969871023890433,20.0,0
0.0,0.0,287469523,100.0,2
0.0,0.0,816483758,100.0,2
33.33333333333333,33.33333333333333,838792534818185217,33.33333333333333,0
0.0,33.33333333333333,2999625051,66.66666666666666,2
40.0,26.666666666666668,841697120453300225,33.33333333333333,0
0.0,0.0,2517530803,100.0,2
0.0,50.0,3160254925,50.0,1
50.0,50.0,717173734470246403,0.0,0
20.0,0.0,826878956880146432,80.0,2
0.0,40.0,82775952,60.0,2
0.0,0.0,385072600,100.0,2
0.0,0.0,787016067021410305,100.0,2
66.66666666666666,0.0,232916963,33.33333333333333,0
30.0,20.0,796642024317456385,50.0,2
0.0,0.0,722444795826847745,100.0,2
50.0,0.0,863568354245836802,50.0,0
25.0,25.0,2890451964,50.0,2
0.0,0.0,888508973812502529,100.0,2
80.0,20.0,828252990075260932,0.0,0
33.33333333333333,0.0,1100253368,66.66666666666666,2
0.0,0.0,827664080144039942,100.0,2
75.0,0.0,831577159605039105,25.0,0
33.33333333333333,0.0,886062366542180353,66.66666666666666,2
0.0,25.0,1303841670,75.0,2
80.0,20.0,822183352962863109,0.0,0
0.0,100.0,851992681135788035,0.0,1
0.0,0.0,2936590768,100.0,2
0.0,0.0,2877373581,100.0,2
33.33333333333333,16.666666666666664,856755386610663425,50.0,2
0.0,50.0,3305228439,50.0,1
0.0,0.0,2282865275,100.0,2
66.66666666666666,33.33333333333333,2344899993,0.0,0
0.0,0.0,827389458303447040,100.0,2
0.0,0.0,775829933092315140,100.0,2
0.0,0.0,1428056420,100.0,2
0.0,50.0,705534835784183812,50.0,1
0.0,0.0,340772146,100.0,2
50.0,0.0,989075401,50.0,0
0.0,14.285714285714285,1319638866,85.71428571428571,2
66.66666666666666,33.33333333333333,862741450383122434,0.0,0
0.0,0.0,2224360728,100.0,2
0.0,0.0,436275489,100.0,2
0.0,100.0,895704025424732162,0.0,1
100.0,0.0,890574000405061633,0.0,0
0.0,100.0,907262043937370113,0.0,1
0.0,0.0,409641215,100.0,2
22.22222222222222,11.11111111111111,1339708724,66.66666666666666,2
0.0,0.0,2416607666,100.0,2
0.0,0.0,876232563077124096,100.0,2
66.66666666666666,0.0,38531995,33.33333333333333,0
0.0,0.0,3912914301,100.0,2
33.33333333333333,0.0,248337520,66.66666666666666,2
100.0,0.0,257903880,0.0,0
25.0,0.0,725767704515334145,75.0,2
100.0,0.0,1852971758,0.0,0
8.745247148288973,78.70722433460075,923718761718386693,12.547528517110266,1
40.0,0.0,1525162393,60.0,2
0.0,0.0,2731319920,100.0,2
33.33333333333333,0.0,508262859,66.66666666666666,2
33.33333333333333,0.0,3248143908,66.66666666666666,2
50.0,50.0,829702560110039043,0.0,0
100.0,0.0,710486636052791297,0.0,0
0.0,0.0,295876766,100.0,2
0.0,100.0,17648663,0.0,1
100.0,0.0,168716300,0.0,0
0.0,100.0,924846969259835397,0.0,1
0.0,100.0,3273957674,0.0,1
100.0,0.0,44887563,0.0,0
0.0,0.0,1195389110,100.0,2
0.0,0.0,1110629504,100.0,2
0.0,0.0,2342990442,100.0,2
0.0,0.0,4357738937,100.0,2
50.0,0.0,2326387842,50.0,0
0.0,0.0,831302293,100.0,2
0.0,0.0,875879954386493441,100.0,2
0.0,0.0,1920862970,100.0,2
33.33333333333333,0.0,47274766,66.66666666666666,2
0.0,100.0,36952930,0.0,1
25.0,25.0,753672654607953921,50.0,2
33.33333333333333,0.0,1720212996,66.66666666666666,2
100.0,0.0,713080436,0.0,0
20.0,60.0,732939357489762308,20.0,1
0.0,100.0,4652634088,0.0,1
0.0,50.0,2731794849,50.0,1
0.0,50.0,3129108577,50.0,1
0.0,25.0,897904441134895105,75.0,2
0.0,0.0,1700238961,100.0,2
100.0,0.0,915260026121539585,0.0,0
0.0,0.0,875082343207272450,100.0,2
0.0,100.0,2986376347,0.0,1
0.0,100.0,488973926,0.0,1
100.0,0.0,914348125606817793,0.0,0
0.0,0.0,893170824303267841,100.0,2
0.0,25.0,2856217495,75.0,2
0.0,0.0,919835424,100.0,2
0.0,0.0,836283974,100.0,2
0.0,0.0,248358808,100.0,2
0.0,50.0,473951906,50.0,1
0.0,0.0,1045632260,100.0,2
0.0,100.0,336772164,0.0,1
0.0,0.0,240027812,100.0,2
0.0,100.0,545317106,0.0,1
100.0,0.0,162647380,0.0,0
0.0,0.0,35405464,100.0,2
0.0,0.0,1335280442,100.0,2
50.0,0.0,18324900,50.0,0
0.0,0.0,1036080247,100.0,2
0.0,0.0,500339706,100.0,2
0.0,50.0,233663961,50.0,1
0.0,0.0,14936606,100.0,2
0.0,0.0,360684979,100.0,2
100.0,0.0,1435908356,0.0,0
0.0,100.0,57366701,0.0,1
0.0,100.0,564276463,0.0,1
0.0,0.0,636021669,100.0,2
50.0,0.0,566001700,50.0,0
0.0,0.0,2216831279,100.0,2
0.0,0.0,454993620,100.0,2
0.0,0.0,2298895273,100.0,2
0.0,0.0,51108880,100.0,2
0.0,0.0,1368790086,100.0,2
0.0,0.0,49517744,100.0,2
0.0,0.0,78932603,100.0,2
0.0,0.0,155621085,100.0,2
0.0,0.0,2828895546,100.0,2
0.0,0.0,216579173,100.0,2
0.0,100.0,785390305,0.0,1
0.0,0.0,265770288,100.0,2
75.0,0.0,25851526,25.0,0
0.0,0.0,614525361,100.0,2
0.0,50.0,388426019,50.0,1
0.0,100.0,20990717,0.0,1
0.0,0.0,2466520568,100.0,2
0.0,0.0,277662932,100.0,2
0.0,0.0,802515463,100.0,2
0.0,100.0,52497428,0.0,1
0.0,100.0,1089906302,0.0,1
50.0,0.0,2328900913,50.0,0
0.0,100.0,606532797,0.0,1
0.0,0.0,111475080,100.0,2
0.0,0.0,3418573895,100.0,2
0.0,66.66666666666666,636409244,33.33333333333333,1
0.0,100.0,3973438023,0.0,1
0.0,0.0,953866266,100.0,2
100.0,0.0,113500385,0.0,0
0.0,50.0,712345592836579329,50.0,1
0.0,100.0,22048477,0.0,1
50.0,0.0,2958197138,50.0,0
0.0,100.0,2411182434,0.0,1
100.0,0.0,28143178,0.0,0
0.0,0.0,3807877336,100.0,2
0.0,0.0,2903676800,100.0,2
0.0,100.0,720998718791622656,0.0,1
0.0,95.23809523809523,713709921414561793,4.761904761904762,1
0.0,0.0,2413086716,100.0,2
0.0,0.0,3307276800,100.0,2
50.0,0.0,749743362,50.0,0
0.0,100.0,228547235,0.0,1
0.0,100.0,133002079,0.0,1
50.0,50.0,176936695,0.0,0
0.0,100.0,2525906341,0.0,1
0.0,100.0,1015143949,0.0,1
0.0,100.0,1392902318,0.0,1
0.0,0.0,749038741579141120,100.0,2
100.0,0.0,1329759866,0.0,0
0.0,100.0,3427434165,0.0,1
0.0,100.0,1358829780,0.0,1
0.0,25.0,1420845096,75.0,2
0.0,0.0,2321773992,100.0,2
0.0,100.0,752645232529842177,0.0,1
0.0,0.0,4717903822,100.0,2
66.66666666666666,0.0,727208508194607106,33.33333333333333,0
0.0,50.0,489123422,50.0,1
0.0,100.0,2419415910,0.0,1
0.0,0.0,572907926,100.0,2
0.0,0.0,1714367546,100.0,2
0.0,0.0,1864617457,100.0,2
0.0,50.0,767403830493536256,50.0,1
0.0,0.0,3504904217,100.0,2
0.0,100.0,4092180845,0.0,1
0.0,0.0,778017437203726337,100.0,2
0.0,50.0,2956519034,50.0,1
50.0,0.0,711155928,50.0,0
0.0,0.0,3048065978,100.0,2
0.0,0.0,728360656777453569,100.0,2
0.0,0.0,919547768,100.0,2
0.0,100.0,401571216,0.0,1
0.0,0.0,2315631026,100.0,2
0.0,0.0,323603753,100.0,2
0.0,0.0,728669544,100.0,2
100.0,0.0,1155925579,0.0,0
0.0,0.0,784662311940218881,100.0,2
0.0,0.0,776912942,100.0,2
50.0,50.0,2436000656,0.0,0
0.0,0.0,2972540999,100.0,2
0.0,100.0,21903605,0.0,1
0.0,0.0,860804856,100.0,2
50.0,0.0,795750985620738049,50.0,0
0.0,0.0,358547345,100.0,2
0.0,0.0,3274035475,100.0,2
0.0,0.0,776253160088334336,100.0,2
50.0,0.0,2868246954,50.0,0
50.0,50.0,414266288,0.0,0
0.0,0.0,943872894962208769,100.0,2
0.0,100.0,18701718,0.0,1
0.0,80.0,909804429133545477,20.0,1
0.0,0.0,106488518,100.0,2
0.0,0.0,11342622,100.0,2
0.0,100.0,1927787060,0.0,1
0.0,100.0,950970397880672256,0.0,1
100.0,0.0,894803267892396032,0.0,0
22.22222222222222,77.77777777777779,948738109834956801,0.0,1
0.0,0.0,934564174692339713,100.0,2
0.0,0.0,773193361385807872,100.0,2
0.0,0.0,3994444034,100.0,2
100.0,0.0,902501163236560898,0.0,0
0.0,100.0,825081119511105536,0.0,1
0.0,50.0,427686634,50.0,1
0.0,0.0,4918383325,100.0,2
0.0,33.33333333333333,1289820650,66.66666666666666,2
0.0,0.0,810278247003017216,100.0,2
100.0,0.0,944762989768458240,0.0,0
50.0,50.0,716040514097643522,0.0,0
0.0,0.0,453595361,100.0,2
0.0,0.0,912881440324509696,100.0,2
50.0,25.0,950060335620268037,25.0,0
25.0,75.0,771846186005213185,0.0,1
100.0,0.0,956046166466158593,0.0,0
0.0,0.0,881338020141596672,100.0,2
0.0,0.0,3399287176,100.0,2
50.0,0.0,950401544637181953,50.0,0
0.0,0.0,822814096533897218,100.0,2
0.0,100.0,360371733,0.0,1
0.0,50.0,717238743426539521,50.0,1
0.0,100.0,2999722443,0.0,1
0.0,0.0,896618738,100.0,2
0.0,0.0,1253800370,100.0,2
71.875,15.625,720341460457902081,12.5,0
8.695652173913043,4.3478260869565215,3273840006,86.95652173913044,2
25.0,0.0,773646064654090241,75.0,2
100.0,0.0,792183301351968769,0.0,0
0.0,0.0,827554906391322626,100.0,2
16.666666666666664,0.0,909098590554984450,83.33333333333334,2
50.0,0.0,830874265889157121,50.0,0
100.0,0.0,842403627042000899,0.0,0
50.0,0.0,826454880994856961,50.0,0
0.0,100.0,822722701328465922,0.0,1
100.0,0.0,968521835376730113,0.0,0
0.0,0.0,956350880340684805,100.0,2
0.0,100.0,958375219449794561,0.0,1
50.0,0.0,1641908005,50.0,0
0.0,66.66666666666666,767203731335221248,33.33333333333333,1
100.0,0.0,2492687303,0.0,0
40.0,40.0,851389606184460289,20.0,0
0.0,0.0,920790752204124160,100.0,2
0.0,0.0,1046755950,100.0,2
0.0,100.0,936118839875686401,0.0,1
0.0,0.0,441981782,100.0,2
0.0,0.0,859245303483858953,100.0,2
0.0,0.0,808196979230580736,100.0,2
0.0,0.0,631370470,100.0,2
0.0,0.0,912086005343064064,100.0,2
0.0,100.0,974877843032346626,0.0,1
0.0,100.0,942998278920028163,0.0,1
0.0,0.0,718647965049487361,100.0,2
0.0,0.0,861732985690873858,100.0,2
0.0,0.0,3111960800,100.0,2
50.0,50.0,583414976,0.0,0
0.0,0.0,979880701372792838,100.0,2
50.0,0.0,785968989092446209,50.0,0
50.0,0.0,959967222373400577,50.0,0
33.33333333333333,0.0,897506396169752578,66.66666666666666,2
0.0,100.0,950893421883002881,0.0,1
53.84615384615385,23.076923076923077,923625815568416770,23.076923076923077,0
0.0,0.0,527777651,100.0,2
60.0,20.0,727587432590393345,20.0,0
100.0,0.0,3582869835,0.0,0
20.0,0.0,2434689973,80.0,2
0.0,0.0,910178823827857409,100.0,2
0.0,0.0,756243210519707648,100.0,2
33.82352941176471,26.47058823529412,980096390763171842,39.705882352941174,2
0.0,100.0,204025344,0.0,1
100.0,0.0,2663919978,0.0,0
33.33333333333333,33.33333333333333,743837419884150784,33.33333333333333,0
0.0,50.0,956570164379693056,50.0,1
50.0,50.0,849664544008024065,0.0,0
0.0,0.0,902309839879237632,100.0,2
0.0,0.0,823796798477258753,100.0,2
0.0,0.0,774720363158577152,100.0,2
0.0,0.0,1614660468,100.0,2
100.0,0.0,2766685016,0.0,0
100.0,0.0,943967269339746305,0.0,0
100.0,0.0,700767981849092097,0.0,0
100.0,0.0,864580147109933061,0.0,0
100.0,0.0,2701507374,0.0,0
100.0,0.0,287845652,0.0,0
0.0,100.0,971795640790540288,0.0,1
0.0,100.0,308810892,0.0,1
0.0,0.0,940482929532137474,100.0,2
0.0,50.0,2774830448,50.0,1
100.0,0.0,2283172298,0.0,0
0.0,100.0,893210558337626113,0.0,1
42.857142857142854,42.857142857142854,38639070,14.285714285714285,0
0.0,100.0,711953960375099393,0.0,1
100.0,0.0,1471069891,0.0,0
0.0,0.0,826614533108224000,100.0,2
100.0,0.0,1101192079,0.0,0
0.0,0.0,1317715140,100.0,2
66.66666666666666,33.33333333333333,993771276278816769,0.0,0
100.0,0.0,937682070289207297,0.0,0
100.0,0.0,563281018,0.0,0
100.0,0.0,829377949111578625,0.0,0
0.0,100.0,834498878414155777,0.0,1
0.0,0.0,759157561543327745,100.0,2
0.0,0.0,891272333100503040,100.0,2
50.0,50.0,978964776796721153,0.0,0
0.0,0.0,881372512021602307,100.0,2
0.0,0.0,344234516,100.0,2
0.0,100.0,34796886,0.0,1
50.0,0.0,2416663663,50.0,0
100.0,0.0,1194324890,0.0,0
0.0,100.0,1855688275,0.0,1
0.0,14.285714285714285,990742371515199489,85.71428571428571,2
100.0,0.0,4724302242,0.0,0
100.0,0.0,409695307,0.0,0
0.0,50.0,963160342808285185,50.0,1
0.0,0.0,1000242957746884609,100.0,2
0.0,0.0,371024715,100.0,2
0.0,50.0,2769590182,50.0,1
100.0,0.0,1002670048698396672,0.0,0
0.0,0.0,864588482500591617,100.0,2
100.0,0.0,842103497541746693,0.0,0
0.0,50.0,92899998,50.0,1
0.0,0.0,966164976778952705,100.0,2
0.0,0.0,2822586529,100.0,2
100.0,0.0,905147529540468737,0.0,0
0.0,0.0,941862654724923397,100.0,2
100.0,0.0,970484294,0.0,0
0.0,50.0,887841750,50.0,1
100.0,0.0,865698981602623489,0.0,0
50.0,0.0,718581828131680262,50.0,0
41.1522633744856,41.56378600823045,966015889891053569,17.28395061728395,1
100.0,0.0,875572795052220418,0.0,0
50.0,0.0,53809979,50.0,0
0.0,100.0,703046531516125184,0.0,1
80.0,0.0,905518496750198785,20.0,0
0.0,50.0,806647404971835398,50.0,1
100.0,0.0,773052222909222912,0.0,0
0.0,0.0,976823758613893120,100.0,2
100.0,0.0,21757627,0.0,0
100.0,0.0,1004522387298086912,0.0,0
0.0,0.0,708742123240218626,100.0,2
0.0,100.0,125267698,0.0,1
0.0,0.0,1015336553709817857,100.0,2
71.42857142857143,28.57142857142857,960201389883428866,0.0,0
100.0,0.0,779368378083446784,0.0,0
0.0,100.0,1003491443334213632,0.0,1
0.0,0.0,796139460,100.0,2
18.181818181818183,72.72727272727273,988445387047493633,9.090909090909092,1
50.0,0.0,923021926271942657,50.0,0
0.0,0.0,1016751208994918400,100.0,2
0.0,0.0,18189130,100.0,2
0.0,0.0,614854059,100.0,2
50.0,50.0,768097298995785729,0.0,0
0.0,100.0,993925766357250053,0.0,1
33.33333333333333,66.66666666666666,804358354588024835,0.0,1
33.33333333333333,0.0,971195134716112897,66.66666666666666,2
0.0,0.0,3283093111,100.0,2
100.0,0.0,928418342720897025,0.0,0
0.0,100.0,785755717,0.0,1
100.0,0.0,331212345,0.0,0
0.0,0.0,1020728213700521985,100.0,2
100.0,0.0,56402092,0.0,0
100.0,0.0,882986389888946177,0.0,0
100.0,0.0,1109947148,0.0,0
0.0,85.71428571428571,1027980742603755521,14.285714285714285,1
0.0,0.0,993702206904848386,100.0,2
100.0,0.0,848863640342188033,0.0,0
0.0,0.0,760744627980738561,100.0,2
0.0,100.0,968726401791741955,0.0,1
100.0,0.0,999986168950378497,0.0,0
0.0,90.9090909090909,1012594509698478087,9.090909090909092,1
0.0,100.0,720289240144150528,0.0,1
0.0,0.0,2208962168,100.0,2
0.0,100.0,372513024,0.0,1
40.0,20.0,916190797480869889,40.0,0
0.0,100.0,1002096036108648448,0.0,1
0.0,0.0,1920608742,100.0,2
0.0,0.0,971250062,100.0,2
0.0,0.0,593139631,100.0,2
0.0,0.0,723683642472538112,100.0,2
0.0,0.0,944405813803745280,100.0,2
0.0,100.0,801767281,0.0,1
0.0,50.0,1014593275968344065,50.0,1
0.0,100.0,937182960431894533,0.0,1
50.0,50.0,1003681599437852673,0.0,0
0.0,0.0,875003372998406144,100.0,2
0.0,0.0,536832217,100.0,2
0.0,0.0,1035603014093025280,100.0,2
0.0,100.0,1035362091492761605,0.0,1
0.0,0.0,90494357,100.0,2
0.0,0.0,3300726533,100.0,2
0.0,0.0,1027818098429243392,100.0,2
0.0,100.0,66270822,0.0,1
100.0,0.0,804151878309310465,0.0,0
0.0,100.0,935001937250013184,0.0,1
0.0,0.0,494407623,100.0,2
0.0,0.0,4863001154,100.0,2
0.0,100.0,790764324247707648,0.0,1
0.0,0.0,15984057,100.0,2
100.0,0.0,1036313946645561345,0.0,0
100.0,0.0,966373400049569793,0.0,0
100.0,0.0,236390420,0.0,0
100.0,0.0,887706841,0.0,0
0.0,0.0,1038092812875575296,100.0,2
0.0,0.0,1034791811016011776,100.0,2
100.0,0.0,561744993,0.0,0
0.0,100.0,1026943612599382021,0.0,1
100.0,0.0,1040771075800551424,0.0,0
0.0,0.0,861760355600609280,100.0,2
0.0,100.0,2247413957,0.0,1
33.33333333333333,33.33333333333333,933244342789013505,33.33333333333333,0
100.0,0.0,234996915,0.0,0
0.0,0.0,1040769389107269632,100.0,2
0.0,0.0,345049836,100.0,2
100.0,0.0,1020064483849355264,0.0,0
0.0,0.0,919449798,100.0,2
0.0,100.0,1016817168401489921,0.0,1
100.0,0.0,1732418419,0.0,0
0.0,0.0,958046178167459841,100.0,2
0.0,100.0,1005178640722640896,0.0,1
0.0,100.0,899834684258918401,0.0,1
0.0,0.0,885868909110415360,100.0,2
0.0,0.0,1186723482,100.0,2
0.0,0.0,1022166656695455745,100.0,2
0.0,0.0,829426760915763205,100.0,2
0.0,0.0,964647251334389761,100.0,2
0.0,0.0,1035344105486737408,100.0,2
0.0,0.0,952272059790450689,100.0,2
0.0,50.0,1038476441879363584,50.0,1
100.0,0.0,296375756,0.0,0
100.0,0.0,34923877,0.0,0
100.0,0.0,2373224844,0.0,0
0.0,100.0,535379554,0.0,1
0.0,100.0,324749070,0.0,1
100.0,0.0,942031686921064451,0.0,0
0.0,0.0,854048758698356736,100.0,2
50.0,0.0,771155858633830400,50.0,0
0.0,100.0,1012594634873360385,0.0,1
0.0,0.0,1011800488671612930,100.0,2
0.0,100.0,1000457414699896832,0.0,1
0.0,0.0,706325216612392960,100.0,2
50.0,0.0,1027549756661358593,50.0,0
0.0,0.0,576496112,100.0,2
100.0,0.0,361394663,0.0,0
33.33333333333333,0.0,833775691082690565,66.66666666666666,2
0.0,0.0,3795262036,100.0,2
0.0,0.0,475351415,100.0,2
75.0,25.0,977598799098122241,0.0,0
0.0,100.0,21487709,0.0,1
0.0,0.0,264366217,100.0,2
0.0,66.66666666666666,3016524682,33.33333333333333,1
0.0,0.0,1003027529408622598,100.0,2
0.0,50.0,294106240,50.0,1
50.0,0.0,2292688713,50.0,0
0.0,100.0,1035654218,0.0,1
0.0,0.0,829950311066279937,100.0,2
0.0,0.0,2789235277,100.0,2
0.0,0.0,990451422645948417,100.0,2
0.0,0.0,337487298,100.0,2
100.0,0.0,3277854222,0.0,0
0.0,0.0,789188450318639105,100.0,2
0.0,0.0,1639607695,100.0,2
0.0,0.0,1046104909,100.0,2
0.0,0.0,734541822555480065,100.0,2
0.0,100.0,2936064862,0.0,1
0.0,0.0,919681880080994306,100.0,2
100.0,0.0,986284394905325569,0.0,0
0.0,0.0,1343445289,100.0,2
0.0,0.0,915421796022804481,100.0,2
0.0,0.0,1198996140,100.0,2
0.0,100.0,1616916498,0.0,1
0.0,0.0,791056943007862785,100.0,2
100.0,0.0,793548857443512324,0.0,0
0.0,0.0,1011382374788206592,100.0,2
0.0,0.0,1009828896899043329,100.0,2
0.0,0.0,594610166,100.0,2
0.0,100.0,320415488,0.0,1
100.0,0.0,1016816373471858689,0.0,0
100.0,0.0,211234069,0.0,0
90.50632911392405,5.69620253164557,295873487,3.79746835443038,0
8.24891461649783,47.901591895803186,2908532184,43.849493487698986,1
75.67567567567568,6.756756756756757,56254987,17.56756756756757,0
0.0,0.0,577855197,100.0,2
0.0,41.6,602169288,58.4,2
10.16949152542373,30.508474576271187,117634135,59.32203389830508,2
89.65517241379311,3.4482758620689653,34708125,6.896551724137931,0
