,userID
506,1471313852
507,23999515
508,3159233601
509,280652901
510,2917107117
511,23999515
512,1152218101
513,63317278
514,153488664
515,23999515
516,3284865456
517,323311059
518,368704082
519,71915962
520,809677492340391936
521,974877843032346626
522,31801993
523,1394686213
524,63317278
525,30929600
526,873943546331631618
527,881338020141596672
528,811189653403471872
529,390113969
530,970498637695340544
531,4922369874
532,854000327200309252
533,18481429
534,118977293
535,394655183
536,1317458870
537,331304068
538,27648427
539,963172895794089984
540,2910321650
541,47767187
542,61539626
543,18481429
544,21569394
545,16870853
546,76068875
547,22788922
548,1102665744
549,151973643
550,2918018660
551,853411141
552,69221928
553,349172989
554,38374327
555,283673953
556,574720566
557,69221928
558,48866427
559,853411141
560,365563447
561,32668095
562,24288307
563,124527558
564,1044202855
565,2826425938
566,2918018660
567,4828183631
568,14263965
569,1959600684
570,217598942
571,329153422
572,329153422
573,1131312048
574,3053923379
575,2918018660
576,329153422
577,2986376347
578,2828895546
579,2937602802
580,329153422
581,2891584780
582,2868079980
583,749038741579141120
584,914898133
585,720998718791622656
586,3024443264
587,57242061
588,1588034659
589,1072429050
590,18811453
591,2230371607
592,1072429050
593,1242713210
594,2764364902
595,773575765694803968
596,774153535
597,2210120054
598,2424896091
599,2289012848
600,2207496917
601,778051861269975040
602,2731794849
603,1870295029
604,1093595864
605,1932322896
606,1004976906
607,1596490327
608,1048195766
609,1832249010
610,1881605982
611,400465712
612,776591376
613,810917747639128064
614,1151845225
615,400465712
616,3973438023
617,2845229372
618,744966016833359872
619,572010038
620,728358944054206464
621,3973438023
622,3226325628
623,3973438023
624,735989441009995776
625,790281312561078272
626,17791273
627,1285016509
628,3196906658
629,837672001
630,2212888776
631,3291107780
632,1950316242
633,833349431982436352
634,3008733475
635,2409560664
636,846461177500618752
637,3639936792
638,1078028359
639,842597397972770816
640,82568621
641,4855026431
642,746012909713694720
643,2865136112
644,322259193
645,1918449097
646,329809404
647,1330608092
648,54236937
649,3160254925
650,27550156
651,2762479215
652,374100307
653,1392902318
654,4131317897
655,322259193
656,334219166
657,302317118
658,2918018660
659,762401862880460800
660,67424128
661,2265692381
662,636767319
663,336747464
664,627022901
665,4859976372
666,1242713210
667,368308528
668,2343297244
669,2483148831
670,1312539739
671,21834914
672,2822586529
673,3129108577
674,2918018660
675,590162214
676,916714728
677,2407396931
678,1613929088
679,1724518488
680,4819976524
681,2547342139
682,2171281398
683,4819976524
684,713632357
685,1726402848
686,1950384332
687,1663551918
688,218331252
689,2287391647
690,2979990319
691,3314038403
692,2994113118
693,1143668628
694,1214762922
695,735703502
696,2376514236
697,2157406328
698,902009725038022656
699,892987383976800256
700,1242713210
701,704420599
702,3086350844
703,3988095260
704,1382284832
705,791901679
706,888508973812502529
707,80409930
708,3071020001
709,898439466200608768
710,2688138019
711,436275489
712,924712693
713,902009725038022656
714,263809009
715,749941323675758593
716,1325161927
717,2341669241
718,168995860
719,212080180
720,3504904217
721,888508973812502529
722,384621252
723,3146368545
724,330470649
725,1072414538
726,2809149531
727,775206175067340800
728,2708291319
729,2730413901
730,3227771797
731,2225797760
732,2994113118
733,202215735
734,2265692381
735,393074600
736,1918449097
737,310016426
738,305965243
739,2918018660
740,773052222909222912
741,1726402848
742,2269590809
743,761399919965896704
744,772652060546260992
745,2291726711
746,75653018
747,1325161927
748,2608738038
749,2197943376
750,838792534818185217
751,2868079980
752,854000327200309252
753,774042734923485184
754,854000327200309252
755,774042734923485184
756,829099845961003009
757,2262997261
758,3352072672
759,1880527339
760,555997392
761,2724900802
762,2918018660
763,826269571497807872
764,869653103930429440
765,711768518178557952
766,82775952
767,3220662204
768,295873487
769,3922284153
770,311728606
771,2266199337
772,711029203
773,3125184862
774,3242470741
775,863459407
776,711602571
777,1491597596
778,746603480
779,922880753502846977
780,302734788
781,3434304875
782,2920023574
783,22873437
784,1420901798
785,50660534
786,18032879
787,843524406882263040
788,434530346
789,1242713210
790,2806223566
791,212080180
792,3252860701
793,2918018660
794,814313726513938432
795,4922369874
796,50660534
797,3922284153
798,492672655
799,1918449097
800,271551073
801,773193361385807872
802,348880104
803,2398205121
804,32125966
805,826269571497807872
806,364963104
807,2918018660
808,2936590768
809,3377108002
810,2147626437
811,572274503
812,260902911
813,4100803103
814,829210458502623234
815,791901679
816,2989069002
817,536328682
818,902501163236560898
819,391673763
820,419990334
821,441981782
822,2918018660
823,60448573
824,3333883403
825,1951622461
826,885601824769691649
827,1951622461
828,302317118
829,895848186148933632
830,42221325
831,925455176110084097
832,709462704113586177
833,19356250
834,364963104
835,900351062976077824
836,2732660303
837,2255801357
838,808678315787743232
839,874329320596131844
840,924796634990612480
841,327424377
842,82684605
843,854000327200309252
844,378377589
845,936118839875686401
846,3105313186
847,3582568037
848,2577102728
849,704100443857752065
850,80123484
851,902501163236560898
852,1067381852
853,4647661037
854,1287018770
855,513851656
856,448389219
857,141193180
858,375729496
859,872623895274287105
860,2897898373
861,3027868209
862,4063896015
863,2918018660
864,1396035523
865,215834446
866,922587646114721794
867,885123471490949120
868,516954933
869,916705999205076992
870,208699046
871,3350862225
872,1634513468
873,906140636826525697
874,826269571497807872
875,207327687
876,952004224853970944
877,1522357722
878,2724214496
879,721386845897146368
880,1643664516
881,876699942
882,876699942
883,874329320596131844
884,1855688275
885,273393375
886,883269793536770048
887,946528239933181952
888,486272544
889,937510538254282753
890,832138213
891,1497115016
892,2984518686
893,66626908
894,1428056420
895,857815783564619776
896,3680904135
897,814376396009021440
898,2603906890
899,362021609
900,2918018660
