,news,prom,total,userID,user_express,category
1628,0,1,1,2437308636,0,1
1629,1,0,1,44312611,0,0
1630,1,1,6,1299673800,4,2
1631,0,1,1,20260009,0,1
1632,0,0,1,272520650,1,2
1633,0,0,1,1167528336,1,2
1634,4,0,7,38775550,3,0
1635,0,0,1,352140534,1,2
1636,1,1,4,883269793536770048,2,2
1637,11,2,25,90702654,12,2
1638,3,0,4,949778558620184576,1,0
1639,0,0,1,2298036324,1,2
1640,3,4,19,1958843174,12,2
1641,3,3,42,759471726895898624,36,2
1642,0,0,1,2883481337,1,2
1643,1,0,6,2997593276,5,2
1644,0,1,1,531382823,0,1
1645,0,1,4,16394939,3,2
1646,0,0,4,932643001301643264,4,2
1647,0,0,1,3414086291,1,2
1648,0,1,1,980683460464513024,0,1
1649,0,0,1,153723819,1,2
1650,2,2,16,830846409150705664,12,2
1651,0,0,1,866400191649202176,1,2
1652,0,0,4,14819993,4,2
1653,0,0,1,322316394,1,2
1654,3,5,25,959913688596697088,17,2
1655,2,7,13,606243818,4,1
1656,0,0,1,2938809415,1,2
1657,0,0,1,555672489,1,2
1658,1,1,19,265226784,17,2
1659,1,0,1,2147906947,0,0
1660,0,0,1,132664295,1,2
1661,0,0,1,756046036691480576,1,2
1662,0,2,10,903173798886703104,8,2
1663,1,0,1,950722706,0,0
1664,1,1,10,122994768,8,2
1665,0,0,1,723357361,1,2
1666,0,0,1,68366669,1,2
1667,2,2,7,471516384,3,2
1668,0,0,1,594148935,1,2
1669,1,3,7,258132971,3,1
1670,1,0,3,926544637145124864,2,2
1671,0,1,1,1464846972,0,1
1672,2,1,6,971089472778657792,3,2
1673,1,0,4,906262845851017216,3,2
1674,1,1,9,795784333491666944,7,2
1675,3,2,5,432716636,0,0
1676,0,1,2,252202876,1,1
1677,26,0,63,1532438138,37,2
1678,1,1,6,2991260170,4,2
1679,1,0,1,1154875110,0,0
1680,2,1,13,4413534978,10,2
1681,0,0,2,195552835,2,2
1682,1,0,1,586207042,0,0
1683,0,0,1,2591009524,1,2
1684,1,3,13,26853151,9,2
1685,0,0,1,909641813111296000,1,2
1686,0,0,1,2325088994,1,2
1687,2,7,12,87324345,3,1
1688,4,2,17,59594745,11,2
1689,0,0,2,899280176969695232,2,2
1690,3,1,6,2906847960,2,0
1691,0,0,1,1403555977,1,2
1692,1,0,2,255717583,1,0
1693,0,2,4,1915793652,2,1
1694,1,1,2,996764222636736512,0,0
1695,1,2,3,4706682509,0,1
1696,0,1,2,760193861784403968,1,1
1697,2,0,3,988736730793697280,1,0
1698,2,3,14,347244613,9,2
1699,4,0,9,1169914286,5,2
1700,0,1,1,4876948522,0,1
1701,1,2,8,938394086255493120,5,2
1702,0,4,5,1561359152,1,1
1703,0,0,1,2287224997,1,2
1704,1,0,1,256286755,0,0
1705,1,0,1,326908987,0,0
1706,0,0,1,853238492654129152,1,2
1707,1,0,1,196182946,0,0
1708,0,0,1,2714534370,1,2
1709,1,0,8,2426052648,7,2
1710,1,0,2,3235371732,1,0
1711,2,0,12,1120878912,10,2
1712,0,0,3,309666533,3,2
1713,0,1,2,4842401928,1,1
1714,0,0,1,1117965716,1,2
1715,5,0,5,6354052,0,0
1716,3,2,8,258408688,3,0
1717,1,3,9,2318436408,5,2
1718,0,1,1,50860258,0,1
1719,0,1,1,2911559275,0,1
1720,0,0,3,2427392068,3,2
1721,1,0,3,4695862154,2,2
1722,1,1,7,3131218156,5,2
1723,0,0,2,189190266,2,2
1724,3,5,16,2753197657,8,2
1725,3,0,7,832129830120415232,4,2
1726,1,0,3,297029706,2,2
1727,8,7,21,745370605,6,0
1728,0,0,4,1284250644,4,2
1729,8,18,47,97675296,21,2
1730,1,0,3,20863364,2,2
1731,0,1,2,15743233,1,1
1732,1,0,3,1286238444,2,2
1733,1,0,4,498460948,3,2
1734,0,0,4,4667663712,4,2
1735,0,0,1,775462869001535488,1,2
1736,0,0,1,267599469,1,2
1737,0,0,1,858413758850490368,1,2
1738,2,1,8,1252697953,5,2
1739,0,0,1,2629559316,1,2
1740,1,2,8,216441755,5,2
1741,0,0,1,342301256,1,2
1742,1,0,28,849608977319120896,27,2
1743,1,1,4,706562837615804416,2,2
1744,0,1,1,750301105,0,1
1745,0,0,2,2469028776,2,2
1746,0,0,1,40376938,1,2
1747,1,0,1,25087461,0,0
1748,2,1,7,970498637695340544,4,2
1749,1,1,3,999041429308502016,1,0
1750,3,0,9,274112975,6,2
1751,3,0,7,209896973,4,2
1752,3,2,11,857641864954073088,6,2
1753,3,1,9,2787981926,5,2
1754,2,1,6,4032347475,3,2
1755,1,0,1,104336387,0,0
1756,2,2,5,60182386,1,0
1757,0,0,1,967196355528552448,1,2
1758,0,2,8,40038850,6,2
1759,0,0,1,361157187,1,2
1760,0,0,2,185042734,2,2
1761,1,1,6,779513335393968128,4,2
1762,0,0,2,39705824,2,2
1763,0,0,1,3309638219,1,2
1764,0,1,1,2932098999,0,1
1765,0,4,7,3292488094,3,1
1766,0,1,1,323695571,0,1
1767,3,0,40,162758606,37,2
1768,1,0,1,998639299271815168,0,0
1769,0,1,1,1489232677,0,1
1770,0,0,1,31096682,1,2
1771,0,0,1,3469794861,1,2
1772,0,0,1,272539636,1,2
1773,0,0,1,1861940076,1,2
1774,4,1,9,873766343266324480,4,0
1775,0,1,2,794362746,1,1
1776,5,5,37,705476194754543616,27,2
1777,2,0,3,746785289666965504,1,0
1778,0,0,2,810352675,2,2
1779,4,1,12,394981407,7,2
1780,0,1,2,419641893,1,1
1781,3,1,5,87775194,1,0
1782,1,0,1,3685617083,0,0
1783,1,0,1,368890293,0,0
1784,1,0,1,4853401275,0,0
1785,0,0,1,2379430848,1,2
1786,1,0,2,17750752,1,0
1787,0,1,1,899224660767719424,0,1
1788,1,0,1,266121474,0,0
1789,0,0,1,61492346,1,2
1790,0,1,1,26508226,0,1
1791,1,1,5,3350862225,3,2
1792,0,0,1,2518343904,1,2
1793,2,1,9,27692585,6,2
1794,2,0,6,3907113266,4,2
1795,1,1,3,550112968,1,0
1796,0,0,2,22722845,2,2
1797,0,0,1,1292636984,1,2
1798,0,0,1,2854917789,1,2
1799,0,0,1,313970859,1,2
1800,0,0,1,2273807730,1,2
1801,0,0,1,17408493,1,2
1802,4,4,13,2777342586,5,2
1803,0,1,2,144367359,1,1
1804,0,2,5,82684605,3,2
1805,0,1,3,549466315,2,2
1806,0,0,3,196027487,3,2
1807,0,1,1,2492545837,0,1
1808,0,1,1,2617616208,0,1
1809,0,1,1,314753450,0,1
1810,0,0,2,4799528907,2,2
1811,0,0,1,35680576,1,2
1812,1,0,13,308703664,12,2
1813,0,0,1,3110109209,1,2
1814,0,1,2,1855184851,1,1
1815,4,2,9,14260571,3,0
1816,1,1,4,15147042,2,2
1817,0,0,2,3267811405,2,2
1818,1,0,1,2597096179,0,0
1819,0,0,1,22231310,1,2
1820,0,0,1,2748114873,1,2
1821,1,0,1,2676743068,0,0
1822,1,0,1,916829622855262208,0,0
1823,1,0,1,319342552,0,0
1824,1,0,4,1724304301,3,2
1825,1,0,1,2769370960,0,0
1826,1,0,1,715182832,0,0
1827,1,0,1,2433756607,0,0
1828,1,0,1,543582067,0,0
1829,1,5,8,34097682,2,1
1830,0,0,1,2327380510,1,2
1831,0,0,1,1247376572,1,2
1832,0,0,1,436323317,1,2
1833,0,0,1,2154808945,1,2
1834,0,1,1,147618542,0,1
1835,0,0,2,972518455994867712,2,2
1836,0,0,1,733796292095180800,1,2
1837,0,0,1,956427572748824576,1,2
1838,0,0,1,41096337,1,2
1839,1,0,2,1021388700712873984,1,0
1840,3,4,18,14897840,11,2
1841,0,0,3,17848133,3,2
1842,0,0,1,4614821113,1,2
1843,1,0,2,4808684426,1,0
1844,0,0,2,95244809,2,2
1845,0,0,6,47267826,6,2
1846,1,0,1,204100067,0,0
1847,3,1,17,429459884,13,2
1848,0,0,1,1423656548,1,2
1849,0,0,1,1716995616,1,2
1850,0,1,1,58803488,0,1
1851,0,0,9,26666665,9,2
1852,0,0,2,19188221,2,2
1853,0,0,1,355200010,1,2
1854,0,0,1,167019583,1,2
1855,0,0,1,3056220718,1,2
1856,0,0,10,61769050,10,2
1857,0,0,1,935552515604697088,1,2
1858,0,0,1,15023534,1,2
1859,0,0,3,2200087374,3,2
1860,0,0,2,40061315,2,2
1861,0,0,1,17223875,1,2
1862,0,0,1,2870584085,1,2
1863,1,1,5,7385872,3,2
1864,0,1,1,327059740,0,1
1865,1,0,2,17348380,1,0
1866,0,0,1,246826228,1,2
1867,1,0,4,2526065216,3,2
1868,1,0,1,63876273,0,0
1869,0,0,1,987361550,1,2
1870,0,1,1,2208306795,0,1
1871,2,1,4,3246168297,1,0
1872,0,0,4,1372223490,4,2
1873,6,0,6,628835316,0,0
1874,0,0,1,855431783596384256,1,2
1875,0,1,1,124060760,0,1
1876,0,0,1,2912958291,1,2
1877,2,7,59,2852391947,50,2
1878,1,0,2,2473394299,1,0
1879,0,1,5,22159841,4,2
1880,0,0,4,2834771509,4,2
1881,0,0,3,435356880,3,2
1882,0,0,1,263961902,1,2
1883,0,0,2,1590150786,2,2
1884,2,0,6,38601486,4,2
1885,0,0,1,2480108978,1,2
1886,0,0,1,782963449252962304,1,2
1887,0,0,2,238652813,2,2
1888,3,1,8,582258100,4,2
1889,0,0,1,343825819,1,2
1890,0,1,2,2674666950,1,1
1891,0,3,6,4873800587,3,1
1892,0,1,1,2862580431,0,1
1893,4,2,10,26032131,4,0
1894,0,1,2,440377953,1,1
1895,3,7,23,32293779,13,2
1896,1,1,4,984270680,2,2
1897,2,0,2,851548896,0,0
1898,1,0,1,2577549582,0,0
1899,2,0,2,86415799,0,0
1900,0,1,1,705520557333291008,0,1
1901,1,0,1,2666805962,0,0
1902,0,0,1,856971583398658048,1,2
1903,1,0,1,786203021017571328,0,0
1904,0,0,2,79509745,2,2
1905,1,3,9,950018805723430912,5,2
1906,8,5,47,2883375454,34,2
1907,1,1,5,23108704,3,2
1908,2,0,2,2445443803,0,0
1909,1,0,1,1249553186,0,0
1910,1,0,2,536777457,1,0
1911,1,0,1,3732059837,0,0
1912,1,0,1,93780708,0,0
1913,1,0,1,2329621964,0,0
1914,0,0,1,2799325091,1,2
1915,1,1,4,18209387,2,2
1916,1,0,1,3140562069,0,0
1917,1,0,1,947210722215313408,0,0
1918,0,0,2,92085918,2,2
1919,0,1,2,284095085,1,1
1920,0,1,1,3130694571,0,1
1921,0,0,1,318921545,1,2
1922,1,0,1,26680837,0,0
1923,0,0,4,17365162,4,2
1924,0,0,1,859694270,1,2
1925,0,0,4,204441932,4,2
1926,1,1,6,740664405109641216,4,2
1927,0,1,1,944967271289671680,0,1
1928,0,1,1,242014001,0,1
1929,0,1,1,3251783949,0,1
1930,0,1,1,3029153244,0,1
1931,0,0,1,1021296275893805056,1,2
1932,1,0,1,946897170774491136,0,0
1933,1,0,7,914207700925468672,6,2
1934,0,1,1,1272882050,0,1
1935,1,0,1,336016107,0,0
1936,0,0,2,2235062780,2,2
1937,1,1,3,44415463,1,0
1938,1,0,2,66912972,1,0
1939,0,1,1,66663905,0,1
1940,1,0,1,961608228,0,0
1941,1,0,1,260375007,0,0
1942,0,0,1,259890932,1,2
1943,0,0,1,3181062728,1,2
1944,0,0,1,2222217612,1,2
1945,0,0,1,458621089,1,2
1946,0,0,1,19895837,1,2
1947,0,0,1,630676589,1,2
1948,0,0,1,121772010,1,2
1949,0,0,2,1683770364,2,2
1950,0,0,1,2881596825,1,2
1951,0,1,9,3990458423,8,2
1952,0,0,1,2750601556,1,2
1953,0,0,1,121989099,1,2
1954,0,0,1,2557117646,1,2
1955,0,0,1,344270602,1,2
1956,0,0,1,256205816,1,2
1957,0,0,1,743891863480868864,1,2
1958,0,0,1,566432856,1,2
1959,0,0,1,715329558,1,2
1960,0,0,1,701029255,1,2
1961,0,0,1,2839427552,1,2
1962,0,0,1,718785018802368512,1,2
1963,0,0,1,3309093529,1,2
1964,0,0,1,1953165776,1,2
1965,3,8,34,924042481922080768,23,2
1966,4,14,45,966260564489048064,27,2
1967,0,0,3,2505648596,3,2
1968,0,1,1,945070818194804736,0,1
1969,0,1,2,1540362270,1,1
1970,2,2,12,2918467063,8,2
1971,1,0,1,1558872463,0,0
1972,0,0,2,2513848608,2,2
1973,0,0,2,729929463417409536,2,2
1974,1,0,3,1532966516,2,2
1975,1,1,3,22133515,1,0
1976,0,0,1,2149213458,1,2
1977,0,0,1,1917780583,1,2
1978,0,0,1,552225844,1,2
1979,0,2,5,4507284015,3,2
1980,0,0,1,15487326,1,2
1981,9,1,14,1918449097,4,0
1982,1,1,2,303930546,0,0
1983,1,2,7,2273061312,4,2
1984,2,1,5,146707618,2,0
1985,2,3,9,2667051031,4,2
1986,1,0,1,768452633447239680,0,0
1987,0,1,1,3053471691,0,1
1988,0,2,2,204255483,0,1
1989,1,1,6,393542175,4,2
1990,0,0,1,34229493,1,2
1991,1,0,1,2214241105,0,0
1992,0,0,1,337901574,1,2
1993,4,2,8,566834655,2,0
1994,1,1,6,117791946,4,2
1995,0,0,2,4461349181,2,2
1996,0,0,1,4787019588,1,2
1997,0,2,2,22052871,0,1
1998,0,1,1,16705169,0,1
1999,2,0,2,2938924275,0,0
2000,4,1,11,96230455,6,2
2001,0,0,1,376562643,1,2
2002,4,16,34,842020395788210176,14,1
2003,0,1,1,403845474,0,1
2004,1,4,7,895202700261941248,2,1
2005,0,0,2,2567612040,2,2
2006,0,0,2,1927960976,2,2
2007,0,1,1,1619707668,0,1
2008,0,1,5,2210884015,4,2
2009,0,0,1,1153015489,1,2
2010,3,3,11,26865783,5,2
2011,1,0,5,142024990,4,2
2012,1,0,4,896347302973104128,3,2
2013,0,1,1,134457796,0,1
2014,1,0,2,13569702,1,0
2015,0,0,2,3935154977,2,2
2016,1,0,1,44196510,0,0
2017,4,2,6,2990044632,0,0
2018,0,0,1,380118675,1,2
2019,2,1,8,537936795,5,2
2020,0,0,2,47928644,2,2
2021,0,0,1,553950796,1,2
2022,0,0,1,774621609479049216,1,2
2023,0,0,2,30929200,2,2
2024,0,0,1,498452250,1,2
2025,0,0,3,321519979,3,2
2026,0,0,1,17107868,1,2
2027,0,0,1,1511573850,1,2
2028,0,0,1,783461089480699904,1,2
2029,0,0,2,3589460849,2,2
2030,2,0,4,16363960,2,0
2031,0,0,1,1592379368,1,2
2032,2,1,3,1439347392,0,0
2033,1,0,3,283882468,2,2
2034,1,2,8,293858201,5,2
2035,0,0,1,23718635,1,2
2036,0,1,1,1020660732,0,1
2037,0,0,1,2235401904,1,2
2038,0,0,2,916080524535443456,2,2
2039,0,1,3,3806400733,2,2
2040,0,1,1,3607191078,0,1
2041,2,3,7,41045873,2,1
2042,1,1,4,382483879,2,2
2043,1,0,1,382571958,0,0
2044,0,1,16,2780699930,15,2
2045,2,4,16,492612887,10,2
2046,0,0,1,1365092011,1,2
2047,0,0,1,2491110189,1,2
2048,0,0,1,547988573,1,2
2049,0,0,1,85717436,1,2
2050,0,0,1,23922537,1,2
2051,0,1,2,2742696374,1,1
2052,0,0,1,809414682708738048,1,2
2053,1,1,4,444958690,2,2
2054,0,1,5,28776853,4,2
2055,0,1,2,95344125,1,1
2056,1,0,1,805247491608313856,0,0
2057,1,1,3,964495364358332416,1,0
2058,0,0,1,2557133923,1,2
2059,0,0,4,1161539779,4,2
2060,5,1,7,335537750,1,0
2061,2,5,8,16216719,1,1
2062,4,3,8,951044232139206656,1,0
2063,0,0,1,995403558471241728,1,2
2064,0,0,1,1002660286204030976,1,2
2065,0,0,1,866944459862228992,1,2
2066,0,0,1,15780241,1,2
2067,0,0,1,343546655,1,2
2068,0,1,2,785311203878985728,1,1
2069,0,0,1,885728905,1,2
2070,0,0,1,17912968,1,2
2071,0,0,1,214543320,1,2
2072,0,0,1,3416180465,1,2
2073,0,0,2,1672760570,2,2
2074,0,0,4,889519717,4,2
2075,1,0,1,775720475456446464,0,0
2076,1,0,4,628432630,3,2
2077,1,1,7,14687193,5,2
2078,1,0,3,924529055545864192,2,2
2079,1,0,4,753571509080174592,3,2
2080,1,1,2,225858323,0,0
2081,1,0,2,65970675,1,0
2082,2,0,11,19801239,9,2
2083,0,0,1,1637049583,1,2
2084,2,0,3,85625706,1,0
2085,0,0,1,20192668,1,2
2086,0,0,1,21091012,1,2
2087,0,0,1,1714289394,1,2
2088,0,1,1,994450136871964672,0,1
2089,1,1,4,55008372,2,2
2090,0,2,5,20737589,3,2
2091,0,0,8,30584453,8,2
2092,0,0,2,14533651,2,2
2093,0,0,2,511353561,2,2
2094,0,2,5,43412697,3,2
2095,0,0,6,221269569,6,2
2096,0,0,1,582361737,1,2
2097,1,1,9,326938203,7,2
2098,3,0,5,64862896,2,0
2099,1,5,19,54059841,13,2
2100,0,0,2,7580512,2,2
2101,0,2,3,451161268,1,1
2102,8,5,20,87425704,7,0
2103,0,1,2,365563447,1,1
2104,0,0,2,581161951,2,2
2105,0,2,9,498974951,7,2
2106,1,1,5,1604211559,3,2
2107,0,1,3,27550156,2,2
2108,2,1,4,456934064,1,0
2109,2,2,8,31801993,4,2
2110,0,0,3,89047747,3,2
2111,0,0,3,402405753,3,2
2112,0,2,4,751908247,2,1
2113,1,0,3,735021824,2,2
2114,0,1,1,137553396,0,1
2115,1,1,4,191166768,2,2
2116,0,0,1,594074623,1,2
2117,0,0,1,2197219727,1,2
2118,4,0,10,983691674,6,2
2119,1,1,3,23983532,1,0
2120,1,2,4,42925981,1,1
2121,4,1,14,418683347,9,2
2122,2,0,8,1246598083,6,2
2123,0,1,2,25027554,1,1
2124,0,1,3,130934748,2,2
2125,0,1,2,258948022,1,1
2126,0,0,2,314252880,2,2
2127,2,4,11,2321251855,5,2
2128,1,2,7,46474366,4,2
2129,3,2,11,16667912,6,2
2130,1,0,2,139020186,1,0
2131,1,0,2,393712849,1,0
2132,1,0,2,369311281,1,0
2133,0,0,4,1370442739,4,2
2134,0,0,2,2251997923,2,2
2135,0,0,2,2269590809,2,2
2136,0,0,2,2237540771,2,2
2137,0,1,3,616185028,2,2
2138,0,0,5,260902911,5,2
2139,1,1,3,61037454,1,0
2140,0,0,4,2291300718,4,2
2141,0,0,1,35324484,1,2
2142,0,0,2,532736155,2,2
2143,0,0,2,332663258,2,2
2144,1,2,7,14327663,4,2
2145,0,0,3,321684820,3,2
2146,0,2,7,376700914,5,2
2147,0,1,5,235869355,4,2
2148,0,0,2,15732036,2,2
2149,0,0,1,32668095,1,2
2150,1,0,2,615882271,1,0
2151,2,1,5,17428614,2,0
2152,0,0,2,18809912,2,2
2153,1,4,6,23618466,1,1
2154,0,0,1,269980086,1,2
2155,1,0,3,1597387531,2,2
2156,0,0,2,22730865,2,2
2157,0,0,8,1947881736,8,2
2158,0,0,2,1161821928,2,2
2159,1,0,3,382362868,2,2
2160,1,1,2,335684043,0,0
2161,0,0,1,520861487,1,2
2162,0,1,3,112849245,2,2
2163,0,0,1,2371555266,1,2
2164,0,2,7,20290232,5,2
2165,1,1,9,394655183,7,2
2166,3,5,16,250556430,8,2
2167,0,1,5,332707603,4,2
2168,1,1,7,115125517,5,2
2169,1,0,2,14860428,1,0
2170,0,0,2,739881864,2,2
2171,0,1,5,25989394,4,2
2172,1,2,4,24047535,1,1
2173,1,2,6,50660534,3,2
2174,0,1,1,345323378,0,1
2175,1,0,2,531695997,1,0
2176,1,0,3,1496640738,2,2
2177,1,2,5,284026505,2,1
2178,0,0,1,79862233,1,2
2179,1,0,2,54334005,1,0
2180,1,3,9,22547149,5,2
2181,3,0,4,1729034052,1,0
2182,1,0,3,277791130,2,2
2183,1,0,2,1235149585,1,0
2184,1,0,2,458868723,1,0
2185,0,0,2,127763593,2,2
2186,0,0,2,50403839,2,2
2187,0,1,1,2289012848,0,1
2188,0,0,1,188852875,1,2
2189,0,1,2,606797793,1,1
2190,0,0,1,560594464,1,2
2191,0,1,2,57242061,1,1
2192,0,0,1,470204129,1,2
2193,1,0,2,465121321,1,0
2194,3,1,4,16192206,0,0
2195,0,2,5,87497183,3,2
2196,2,0,2,355192301,0,0
2197,0,2,7,20713800,5,2
2198,1,1,4,369034130,2,2
2199,1,2,5,2170841831,2,1
2200,2,0,8,537695561,6,2
2201,0,0,2,102615371,2,2
2202,0,0,9,612953639,9,2
2203,0,1,5,16271264,4,2
2204,1,0,2,197332232,1,0
2205,0,2,4,22422168,2,1
2206,0,0,2,59030756,2,2
2207,1,0,3,24418504,2,2
2208,0,1,3,330841413,2,2
2209,0,1,3,36069538,2,2
2210,0,0,3,63855469,3,2
2211,1,0,8,28740748,7,2
2212,1,1,4,2437058268,2,2
2213,1,0,2,2348120371,1,0
2214,0,0,2,49247581,2,2
2215,3,1,6,33909155,2,0
2216,2,1,3,30929600,0,0
2217,0,0,12,533858689,12,2
2218,0,0,1,1546098432,1,2
2219,0,0,1,275185054,1,2
2220,0,0,3,21965099,3,2
2221,0,0,2,26678595,2,2
2222,0,1,2,2724900802,1,1
2223,1,0,3,301207899,2,2
2224,0,1,1,22875937,0,1
2225,0,0,4,18188599,4,2
2226,2,0,7,46743256,5,2
2227,0,1,2,1975226587,1,1
2228,1,0,2,2696195994,1,0
2229,1,4,9,1152218101,4,1
2230,0,0,2,53697862,2,2
2231,0,0,2,54236937,2,2
2232,1,0,2,17582912,1,0
2233,0,0,2,127145075,2,2
2234,0,0,1,1830252486,1,2
2235,0,0,1,545216110,1,2
2236,4,3,9,141148895,2,0
2237,1,0,5,29769117,4,2
2238,1,1,2,2530943187,0,0
2239,0,0,4,23513372,4,2
2240,0,0,2,37715573,2,2
2241,0,0,2,155925129,2,2
2242,1,0,1,28747090,0,0
2243,0,0,1,481334030,1,2
2244,0,0,3,44142928,3,2
2245,0,0,1,89275264,1,2
2246,0,0,1,22788922,1,2
2247,0,0,2,2223686294,2,2
2248,2,0,2,28047528,0,0
2249,0,1,2,14740122,1,1
2250,0,0,2,469851934,2,2
2251,0,0,15,2255319036,15,2
2252,0,3,6,2568987024,3,1
2253,1,0,3,12413892,2,2
2254,1,0,4,25916881,3,2
2255,0,0,2,47629995,2,2
2256,0,0,1,885803154,1,2
2257,0,0,1,2216807927,1,2
2258,0,0,1,2894154167,1,2
2259,1,1,2,1202333641,0,0
2260,0,0,2,333819135,2,2
2261,1,1,11,15725199,9,2
2262,0,0,2,2819430672,2,2
2263,0,0,1,831208772068581376,1,2
2264,0,1,3,975793968150532096,2,2
2265,0,0,1,962485712611311616,1,2
2266,0,2,2,750930806210699264,0,1
2267,1,0,1,2259643848,0,0
2268,2,0,8,3239182313,6,2
2269,1,0,10,75280133,9,2
2270,0,0,1,28682386,1,2
2271,0,0,2,1151483376,2,2
2272,0,0,1,887719068098277376,1,2
2273,0,0,1,984322635826950144,1,2
2274,0,0,1,3128702963,1,2
2275,0,0,1,22712542,1,2
2276,0,0,1,865734317112254464,1,2
2277,0,1,2,98282153,1,1
2278,1,0,1,119843826,0,0
2279,2,1,5,392375138,2,0
2280,1,0,2,3573431774,1,0
2281,0,0,3,950777831939805184,3,2
2282,1,0,1,1131528918,0,0
2283,2,0,5,2474106172,3,2
2284,0,0,2,1345693747,2,2
2285,0,0,1,91243832,1,2
2286,0,0,1,259905894,1,2
2287,0,1,2,2811154361,1,1
2288,3,0,10,923485565156233216,7,2
2289,0,0,1,723115219,1,2
2290,0,1,1,774712387148603392,0,1
2291,0,0,1,3017360149,1,2
2292,0,0,1,78407077,1,2
2293,8,0,11,65838366,3,0
2294,0,0,1,329651091,1,2
2295,0,0,1,3314097808,1,2
2296,0,0,1,1105388593,1,2
2297,1,0,1,874615365069709312,0,0
2298,1,0,4,1923662562,3,2
2299,0,0,11,5779342,11,2
2300,1,0,1,1621104668,0,0
2301,0,0,3,944842981407731712,3,2
2302,0,0,1,962476756073631744,1,2
2303,1,0,1,1727063784,0,0
2304,4,0,11,4922369874,7,2
2305,1,0,1,910547383527682048,0,0
2306,1,3,8,436025938,4,2
2307,0,1,1,17191670,0,1
2308,1,0,1,993490553659711488,0,0
2309,0,1,1,985299715,0,1
2310,1,0,1,274963428,0,0
2311,1,1,3,1857861476,1,0
2312,0,3,14,15152316,11,2
2313,0,0,1,921297049,1,2
2314,2,0,2,792345884,0,0
2315,0,0,1,708527707798134784,1,2
2316,0,0,1,446488156,1,2
2317,0,0,1,603895685,1,2
2318,0,0,1,2904401674,1,2
2319,0,0,2,194272236,2,2
2320,0,0,1,919784988,1,2
2321,0,0,1,1226605051,1,2
2322,0,0,1,2230546805,1,2
2323,0,0,1,2893016465,1,2
2324,3,0,9,944236471719997440,6,2
2325,0,1,1,2740546027,0,1
2326,1,0,1,813940166855393280,0,0
2327,0,0,1,1199730415,1,2
2328,0,1,5,4030423694,4,2
2329,0,0,1,976121418357321728,1,2
2330,0,0,3,569032482,3,2
2331,0,0,1,964644084919840768,1,2
2332,0,0,1,742054515625467904,1,2
2333,3,1,42,2423864257,38,2
2334,0,0,1,594410460,1,2
2335,1,0,3,243216752,2,2
2336,1,0,1,430352462,0,0
2337,0,0,1,1325886764,1,2
2338,0,0,1,124629172,1,2
2339,0,0,1,179999953,1,2
2340,1,0,2,2416643534,1,0
2341,1,0,1,401430155,0,0
2342,0,0,1,19242977,1,2
2343,1,1,4,763899166053412864,2,2
2344,1,0,2,2181225787,1,0
2345,4,2,7,141386637,1,0
2346,0,0,3,2458474704,3,2
2347,4,4,16,1627055364,8,2
2348,1,0,5,833760307222753280,4,2
2349,0,3,4,3319386971,1,1
2350,0,0,2,2284431716,2,2
2351,0,0,1,587499519,1,2
2352,0,0,1,3002753335,1,2
2353,0,0,1,888005400863420416,1,2
2354,0,1,1,4872170674,0,1
2355,0,0,1,376403386,1,2
2356,0,0,1,412017129,1,2
2357,0,0,1,780109003191902208,1,2
2358,2,0,6,2333545067,4,2
2359,0,0,2,2696355324,2,2
2360,0,1,2,22444456,1,1
2361,0,0,1,860716322019266560,1,2
2362,0,0,1,1146645384,1,2
2363,0,0,3,155567139,3,2
2364,1,0,1,611363705,0,0
2365,0,1,2,792768047102648320,1,1
2366,0,1,1,3723814217,0,1
2367,1,1,4,47338577,2,2
2368,0,0,6,110556913,6,2
2369,2,0,2,953917952285265920,0,0
2370,0,0,1,3376352952,1,2
2371,0,0,1,180988075,1,2
2372,2,0,5,2350965632,3,2
2373,0,0,1,1002749147810861056,1,2
2374,2,0,2,172437210,0,0
2375,1,0,3,542616077,2,2
2376,0,0,1,15764136,1,2
2377,0,0,1,335052107,1,2
2378,0,0,1,558912889,1,2
2379,0,1,1,707569224898715648,0,1
2380,0,0,1,732065584649641984,1,2
2381,1,1,4,57015346,2,2
2382,0,0,1,764443939,1,2
2383,0,1,1,17528876,0,1
2384,1,0,1,3805478298,0,0
2385,0,0,1,47538474,1,2
2386,0,0,1,48778803,1,2
2387,0,1,1,37582161,0,1
2388,0,0,1,80450661,1,2
2389,1,0,1,234088275,0,0
2390,0,0,1,1009007550,1,2
2391,0,0,1,21280378,1,2
2392,1,0,1,44356147,0,0
2393,1,0,1,40276788,0,0
2394,0,1,1,2476858796,0,1
2395,1,0,2,52578300,1,0
2396,0,0,3,18905529,3,2
2397,7,2,13,885123471490949120,4,0
2398,0,0,3,299870136,3,2
2399,1,0,5,842834696639668224,4,2
2400,0,1,3,2587821282,2,2
2401,0,0,1,4130303716,1,2
2402,0,0,1,1276839169,1,2
2403,0,1,1,574015050,0,1
2404,4,1,6,1941218732,1,0
2405,0,0,1,445622895,1,2
2406,0,0,1,1123974397,1,2
2407,5,5,39,957567390442647552,29,2
2408,1,0,1,989414520765362176,0,0
2409,0,0,2,938978352114761728,2,2
2410,0,0,1,2844492498,1,2
2411,5,2,14,23999515,7,2
2412,0,0,2,264671619,2,2
2413,1,0,2,714224760457023488,1,0
2414,0,1,1,979005495834042368,0,1
