,news,prom,total,userID,user_express,category
846,3,6,16,1194258620,7,2
847,1,0,3,1245036606,2,2
848,3,5,12,774280122614419456,4,1
849,2,0,4,1165657604,2,0
850,0,0,1,492597400,1,2
851,0,0,1,2434858172,1,2
852,15,12,57,251319971,30,2
853,0,0,6,32763541,6,2
854,0,0,1,506825461,1,2
855,2,3,9,70216146,4,2
856,1,2,6,236401225,3,2
857,1,0,3,506733400,2,2
858,0,3,4,24042434,1,1
859,4,1,8,160058294,3,0
860,0,0,1,924037754,1,2
861,15,8,43,318355178,20,2
862,0,2,5,1151362506,3,2
863,3,9,20,2665682422,8,1
864,0,2,4,39966828,2,1
865,0,4,4,788054124562489344,0,1
866,25,38,136,1413052404,73,2
867,1,0,2,2876006144,1,0
868,0,1,5,2450426861,4,2
869,0,1,1,2502859586,0,1
870,0,0,2,791453485451636736,2,2
871,1,1,2,381769607,0,0
872,3,4,17,295662450,10,2
873,0,1,5,246172560,4,2
874,3,0,6,499584878,3,0
875,5,5,22,316606693,12,2
876,2,7,15,2892637213,6,1
877,6,3,20,47302211,11,2
878,1,0,4,721004561876533248,3,2
879,0,0,4,781131078023217152,4,2
880,1,2,20,292819455,17,2
881,0,0,8,792803833617481728,8,2
882,6,7,29,3434304875,16,2
883,0,0,6,3639936792,6,2
884,0,0,1,1932322896,1,2
885,19,2,34,17509945,13,0
886,0,0,3,63583191,3,2
887,0,1,2,132343731,1,1
888,19,10,60,323311059,31,2
889,7,4,55,103042107,44,2
890,0,0,1,780128212609298432,1,2
891,0,1,2,463377692,1,1
892,2,1,17,2692709083,14,2
893,2,5,17,142859727,10,2
894,7,5,26,260346874,14,2
895,12,18,59,536328682,29,2
896,1,4,24,2950030880,19,2
897,1,1,4,382455729,2,2
898,1,3,18,1967073325,14,2
899,2,0,2,2651777486,0,0
900,0,0,1,77251050,1,2
901,5,4,43,1682496764,34,2
902,2,0,2,14951123,0,0
903,0,0,7,374187599,7,2
904,3,16,55,778051861269975040,36,2
905,1,0,5,767209483,4,2
906,2,3,12,318373615,7,2
907,0,0,1,2934268775,1,2
908,0,0,7,106688413,7,2
909,2,4,14,1074824479,8,2
910,0,0,6,2285367841,6,2
911,0,0,1,1511492840,1,2
912,0,0,1,2358708499,1,2
913,1,0,1,2210120054,0,0
914,0,0,1,362347916,1,2
915,0,3,14,15431914,11,2
916,2,1,6,764530019469254656,3,2
917,1,1,6,748911669909139456,4,2
918,5,1,23,39500848,17,2
919,0,3,4,3922284153,1,1
920,0,0,1,2222048628,1,2
921,0,0,1,758040746226180096,1,2
922,0,0,4,3056121521,4,2
923,3,7,22,21209087,12,2
924,0,0,4,26619156,4,2
925,0,2,9,100080235,7,2
926,4,1,21,272005814,16,2
927,5,0,10,751455427359977472,5,0
928,5,3,27,3805304597,19,2
929,2,1,14,448458813,11,2
930,0,0,1,1004976906,1,2
931,3,6,23,1518418579,14,2
932,0,0,3,123395009,3,2
933,3,1,8,196233238,4,2
934,1,1,6,575489221,4,2
935,16,13,75,1344930224,46,2
936,0,1,4,2828370394,3,2
937,1,6,28,4192961459,21,2
938,0,1,16,543254812,15,2
939,1,1,15,3382138047,13,2
940,30,20,76,2816990400,26,0
941,0,2,8,203601717,6,2
942,7,4,28,802539607967629312,17,2
943,1,2,7,3432824783,4,2
944,17,28,129,3352430571,84,2
945,0,0,1,625130690,1,2
946,4,4,75,806110639601176576,67,2
947,0,0,1,18787525,1,2
948,2,2,10,3777043996,6,2
949,35,50,335,796299909498421248,250,2
950,234,212,1574,293250004,1128,2
951,1696,2123,9528,749448380263182336,5709,2
952,52,56,381,933050026774839296,273,2
953,1,9,17,634642731,7,1
954,6,10,42,53442069,26,2
955,40,30,259,834665536470413312,189,2
956,41,50,281,4870822851,190,2
957,38,23,168,4877904568,107,2
958,0,0,1,2191614026,1,2
959,236,524,1837,929710132119957504,1077,2
960,4,3,9,2917107117,2,0
961,0,3,14,798985877246590976,11,2
962,2,0,107,938242484064456704,105,2
963,6,11,29,3126862521,12,2
964,0,0,3,229161386,3,2
965,3,4,17,386096440,10,2
966,16,28,108,898627210659086336,64,2
967,50,30,249,3421383863,169,2
968,1,0,5,2211048789,4,2
969,14,7,250,45817618,229,2
970,1,2,3,285372767,0,1
971,2,9,49,2446121772,38,2
972,11,4,25,3601845154,10,0
973,29,34,139,4175195954,76,2
974,0,1,4,217437553,3,2
975,0,1,1,21959634,0,1
976,0,0,1,14673205,1,2
977,1,0,14,705626142,13,2
978,57,27,184,808721923433709568,100,2
979,2,1,60,942545846247264256,57,2
980,8,18,55,806418212736946176,29,2
981,20,28,58,770277953846509568,10,1
982,0,0,7,197105873,7,2
983,103,11,370,1608887952,256,2
984,3,4,37,823803346884640768,30,2
985,19,3,75,807545228194414592,53,2
986,0,1,1,987442836558761984,0,1
987,0,1,4,727149126304055296,3,2
988,1,3,17,783999946064224256,13,2
989,4,10,61,813433189448425472,47,2
990,0,1,3,910139325802795008,2,2
991,5,13,46,75825173,28,2
992,2,16,41,2290088040,23,2
993,2,3,10,2458798437,5,2
994,1,1,9,936010830533062656,7,2
995,0,0,137,1715810030,137,2
996,0,1,1,43154903,0,1
997,9,14,30,964134656957452288,7,1
998,0,0,1,289116265,1,2
999,2,2,21,1726402848,17,2
1000,3,1,39,1951647097,35,2
1001,0,1,1,895848186148933632,0,1
1002,0,0,2,15751791,2,2
1003,2,0,2,41365766,0,0
1004,0,2,3,2335665432,1,1
1005,0,4,60,980910940139868160,56,2
1006,0,0,27,3000012185,27,2
1007,305,389,1408,882812087377985536,714,2
1008,7,9,25,2372104111,9,1
1009,0,0,1,457988947,1,2
1010,0,0,1,1947562998,1,2
1011,0,0,7,4261988953,7,2
1012,1,0,1,160417778,0,0
1013,1,0,1,162236794,0,0
1014,2,4,26,3744677655,20,2
1015,5,12,40,937229951341867008,23,2
1016,7,12,36,2475219840,17,2
1017,2,1,4,4484933242,1,0
1018,0,0,4,708948757,4,2
1019,1,0,1,3068639605,0,0
1020,19,11,181,814229179294158848,151,2
1021,4,5,24,147514812,15,2
1022,5,3,19,2636261275,11,2
1023,1,0,4,885411076925292544,3,2
1024,10,17,53,880155867894755328,26,2
1025,3,8,79,809229705073147904,68,2
1026,10,4,27,422177633,13,2
1027,5,5,38,1050552247,28,2
1028,3,0,14,55814586,11,2
1029,0,0,2,1026308437,2,2
1030,0,0,3,715255018161459200,3,2
1031,0,0,1,2844418995,1,2
1032,22,21,108,2589777516,65,2
1033,0,1,1,50123709,0,1
1034,1,1,4,1951619215,2,2
1035,1,0,4,586939970,3,2
1036,11,28,77,326692149,38,2
1037,0,1,3,230313930,2,2
1038,2,2,13,334019045,9,2
1039,26,16,73,928848907072712704,31,2
1040,0,1,19,936156353478893568,18,2
1041,5,8,20,3073276306,7,1
1042,2,2,5,461188559,1,0
1043,0,0,1,1382513606,1,2
1044,0,0,4,109306436,4,2
1045,0,2,8,386543721,6,2
1046,1,4,6,2800232600,1,1
1047,0,5,19,222368570,14,2
1048,0,0,5,942137631084892160,5,2
1049,0,5,15,1854572431,10,2
1050,5,2,10,2771918264,3,0
1051,7,3,16,879751182696230912,6,0
1052,0,0,1,21777352,1,2
1053,0,0,2,192390432,2,2
1054,8,15,63,2666314258,40,2
1055,38,50,217,946436714465079296,129,2
1056,0,0,3,714139244,3,2
1057,4,5,25,60072515,16,2
1058,31,36,162,118977293,95,2
1059,0,3,21,181696313,18,2
1060,8,1,31,832263356534910976,22,2
1061,6,9,30,74622351,15,2
1062,2,3,6,831540990875873280,1,1
1063,4,4,22,226356864,14,2
1064,2,4,20,2322723913,14,2
1065,0,0,1,4846329976,1,2
1066,15,11,58,2210149214,32,2
1067,1,0,13,879229057786933248,12,2
1068,3,6,10,454441670,1,1
1069,21,33,100,929160733526544384,46,2
1070,9,29,80,895880198188548096,42,2
1071,71,87,192,960617223650979840,34,1
1072,0,1,1,4767009727,0,1
1073,0,1,1,2648341395,0,1
1074,1,1,4,17139674,2,2
1075,1,0,1,520061729,0,0
1076,0,0,1,926588058,1,2
1077,0,0,1,3129337843,1,2
1078,0,0,2,1155844483,2,2
1079,0,0,1,2588865248,1,2
1080,3,8,29,2999612262,18,2
1081,6,1,26,20406838,19,2
1082,0,0,2,976098548830932992,2,2
1083,17,26,88,2653909938,45,2
1084,0,0,1,2344266374,1,2
1085,0,1,2,2649003763,1,1
1086,0,0,6,14444481,6,2
1087,3,0,4,116483677,1,0
1088,36,47,229,824616374483976192,146,2
1089,9,19,54,2789379301,26,2
1090,1,1,12,802446740443910144,10,2
1091,0,1,1,1187613391,0,1
1092,0,0,1,480637205,1,2
1093,0,0,1,2811972666,1,2
1094,6,2,25,2440620382,17,2
1095,6,6,28,625772568,16,2
1096,17,28,92,907582966372687872,47,2
1097,0,0,1,1561197643,1,2
1098,0,1,5,199874723,4,2
1099,0,0,1,3237780631,1,2
1100,0,0,2,174597976,2,2
1101,7,12,94,316331833,75,2
1102,1,0,2,3098986934,1,0
1103,2,4,14,833404994,8,2
1104,14,15,75,4404049754,46,2
1105,5,24,52,4300280902,23,1
1106,1,3,5,945983534400860160,1,1
1107,4,7,13,2185185935,2,1
1108,0,1,1,69023634,0,1
1109,0,2,2,921844818933714944,0,1
1110,2,1,3,968701338321326080,0,0
1111,7,6,33,2303494273,20,2
1112,2,3,30,921474617864261632,25,2
1113,0,1,1,3062351875,0,1
1114,5,5,23,727982276928143360,13,2
1115,0,0,1,4405837414,1,2
1116,6,11,56,426126657,39,2
1117,0,7,10,2200841533,3,1
1118,0,0,2,4889568794,2,2
1119,13,16,83,820994811750653952,54,2
1120,0,10,20,966434568050950144,10,1
1121,0,0,1,954954346097078272,1,2
1122,0,1,1,2809065616,0,1
1123,0,1,1,34368052,0,1
1124,0,1,1,43394410,0,1
1125,0,1,2,177249094,1,1
1126,5,3,24,934920626640482304,16,2
1127,2,0,3,1880527339,1,0
1128,4,1,12,3101781364,7,2
1129,0,2,2,22195343,0,1
1130,8,2,14,743610290089009152,4,0
1131,0,0,1,3246299029,1,2
1132,0,7,27,3004217368,20,2
1133,1,2,7,37951204,4,2
1134,2,1,69,800420907910975488,66,2
1135,0,1,1,325698693,0,1
1136,1,1,3,870409159849725952,1,0
1137,0,0,1,108727604,1,2
1138,3,4,17,1017416472,10,2
1139,0,0,1,988453610118942720,1,2
1140,0,0,1,3760922897,1,2
1141,0,0,1,2727819049,1,2
1142,8,4,27,39914105,15,2
1143,1,1,6,14445611,4,2
1144,13,4,88,3279179455,71,2
1145,0,1,8,33463574,7,2
1146,2,12,17,868204437873020928,3,1
1147,9,7,25,751434201556221952,9,0
1148,3,1,7,14486807,3,0
1149,0,1,1,342505464,0,1
1150,0,1,1,180244775,0,1
1151,0,1,1,627795535,0,1
1152,0,1,1,506577548,0,1
1153,0,1,2,1028920009,1,1
1154,0,1,1,590588684,0,1
1155,0,1,1,852121447,0,1
1156,0,0,1,888198279711870976,1,2
1157,0,0,2,855630499380740096,2,2
1158,1,2,5,988760096325828608,2,1
1159,2,0,3,1714623234,1,0
1160,0,0,1,2508496290,1,2
1161,1,0,1,960927536,0,0
1162,18,5,40,2395692644,17,0
1163,0,0,1,3003937517,1,2
1164,1,0,1,3105313186,0,0
1165,3,3,9,3289244259,3,0
1166,3,5,15,244947103,7,2
1167,0,0,1,778614710887387136,1,2
1168,0,1,8,33402884,7,2
1169,0,0,1,976474168098197504,1,2
1170,0,0,1,4830815243,1,2
1171,5,19,222,866043667869577216,198,2
1172,11,3,47,154983499,33,2
1173,0,0,1,1629057120,1,2
1174,14,8,29,17007351,7,0
1175,0,1,1,706732822950715392,0,1
1176,0,1,1,1029249504,0,1
1177,0,1,1,2897866799,0,1
1178,0,1,1,725503165227999232,0,1
1179,0,1,1,1439498028,0,1
1180,0,1,1,903566170950860800,0,1
1181,43,4,61,310384040,14,0
1182,0,1,1,3306336328,0,1
1183,0,1,1,4259486113,0,1
1184,0,1,1,833337966,0,1
1185,0,0,1,481587340,1,2
1186,0,0,2,860562621837094912,2,2
1187,0,0,1,1456000099,1,2
1188,3,0,3,4250504237,0,0
1189,19,3,50,773303929933144064,28,2
1190,0,0,1,964708573312901120,1,2
1191,4,5,19,850501811165425664,10,2
1192,0,0,1,466992723,1,2
1193,3,2,9,114471835,4,2
1194,0,0,1,734221393,1,2
1195,0,0,2,14143388,2,2
1196,0,0,2,3416676495,2,2
1197,0,0,1,17850268,1,2
1198,2,2,8,2480021149,4,2
1199,0,1,3,2864111,2,2
1200,3,2,7,317957729,2,0
1201,2,5,19,18913509,12,2
1202,1,1,3,4195532714,1,0
1203,31,31,168,44568649,106,2
1204,0,0,1,984241228257542144,1,2
1205,0,2,4,2484693110,2,1
1206,0,0,7,109674953,7,2
1207,2,4,16,747250133801152512,10,2
1208,0,0,1,818951409022488576,1,2
1209,2,1,11,107491541,8,2
1210,17,12,32,25349404,3,0
1211,2,4,10,116475374,4,1
1212,3,4,11,2817538474,4,1
1213,19,21,72,956107431897194496,32,2
1214,11,17,52,4901811831,24,2
1215,1,0,6,836372766945333248,5,2
1216,0,0,2,729762043331551232,2,2
1217,1,1,9,193834733,7,2
1218,1,2,4,905804991717396480,1,1
1219,18,19,76,3837409467,39,2
1220,0,0,4,48390880,4,2
1221,1,1,3,587465263,1,0
1222,1,0,1,27826741,0,0
1223,0,0,20,976791786864697344,20,2
1224,6,6,22,63317278,10,2
1225,3,4,25,130188192,18,2
1226,0,0,74,2881332700,74,2
1227,5,1,9,252259640,3,0
1228,10,13,47,970298312480968704,24,2
1229,0,0,2,15832929,2,2
1230,0,0,1,997238398246113280,1,2
1231,0,0,1,2198556832,1,2
1232,2,2,9,875497747037659136,5,2
1233,0,0,3,3086620288,3,2
1234,0,6,18,119379732,12,2
1235,5,5,27,808999290769211392,17,2
1236,10,14,50,810636570722205696,26,2
1237,3,2,8,2595027218,3,0
1238,1,0,1,1416418056,0,0
1239,6,2,16,54664941,8,2
1240,3,14,39,1581712848,22,2
1241,0,1,4,2667815946,3,2
1242,1,0,1,1532921581,0,0
1243,3,1,10,2537504706,6,2
1244,5,4,20,19665244,11,2
1245,0,1,1,49629855,0,1
1246,1,1,6,844444094,4,2
1247,7,5,48,243803705,36,2
1248,0,0,1,164563575,1,2
1249,3,1,8,1939669776,4,2
1250,1,0,3,1858068037,2,2
1251,2,3,15,729274667001913344,10,2
1252,4,2,9,2485845185,3,0
1253,0,1,2,918176545134358528,1,1
1254,0,0,1,1414027681,1,2
1255,7,1,28,67653749,20,2
1256,0,0,2,362130431,2,2
1257,0,0,1,225650862,1,2
1258,1,0,1,775387195259621376,0,0
1259,0,0,1,565681623,1,2
1260,3,2,12,3023225541,7,2
1261,1,0,1,15145824,0,0
1262,0,5,10,759615988664897536,5,1
1263,1,0,2,191052331,1,0
1264,0,0,1,1449816462,1,2
1265,2,0,2,3078160334,0,0
1266,5,1,16,2443970227,10,2
1267,0,0,4,3436802871,4,2
1268,0,1,6,16676888,5,2
1269,0,0,1,354475444,1,2
1270,0,0,2,820047180845158400,2,2
1271,0,0,1,3342406258,1,2
1272,1,1,8,2218512020,6,2
1273,0,0,48,106430755,48,2
1274,8,6,25,3553388062,11,2
1275,15,27,73,885306450746068992,31,2
1276,2,0,8,378548610,6,2
1277,3,2,14,911723330050412544,9,2
1278,0,1,3,4049137526,2,2
1279,1,0,6,901945930890395648,5,2
1280,10,3,36,760177324163817472,23,2
1281,0,0,1,79801986,1,2
1282,0,0,4,903503230910382080,4,2
1283,0,1,1,2932813071,0,1
1284,0,0,2,2930336108,2,2
1285,1,0,2,746163312048607232,1,0
1286,1,1,2,3094675310,0,0
1287,1,0,2,2798809075,1,0
1288,0,0,1,907600980061179904,1,2
1289,7,5,21,19903084,9,2
1290,0,0,1,2731736447,1,2
1291,0,0,1,748081459,1,2
1292,1,0,1,440428878,0,0
1293,0,1,2,241393052,1,1
1294,1,3,9,768160176448864256,5,2
1295,0,0,19,2334699054,19,2
1296,0,5,12,993891711196717056,7,2
1297,2,3,11,1101298442,6,2
1298,0,1,3,1904648114,2,2
1299,1,1,4,4196764102,2,2
1300,1,0,19,793262953,18,2
1301,2,2,16,273506004,12,2
1302,1,0,1,844681236,0,0
1303,10,24,54,26188976,20,1
1304,1,0,1,60480370,0,0
1305,1,0,10,2990106209,9,2
1306,0,0,4,2509040100,4,2
1307,0,1,6,2712280711,5,2
1308,1,1,7,878662030567198720,5,2
1309,0,0,1,405796902,1,2
1310,2,5,14,198551341,7,2
1311,1,0,3,19809471,2,2
1312,0,2,4,414164114,2,1
1313,1,0,2,300016804,1,0
1314,3,10,40,258107547,27,2
1315,1,0,2,1500704582,1,0
1316,0,0,1,954408607,1,2
1317,0,2,12,21618344,10,2
1318,1,3,5,19740592,1,1
1319,0,0,2,945244773291409408,2,2
1320,0,12,19,2525069708,7,1
1321,0,0,1,493708677,1,2
1322,2,6,18,928606921346740224,10,2
1323,0,0,2,292394517,2,2
1324,3,2,25,846228119946186752,20,2
1325,3,0,6,486843768,3,0
1326,5,5,19,29733577,9,2
1327,8,12,64,262464596,44,2
1328,0,2,5,780503912260468736,3,2
1329,0,2,2,22616123,0,1
1330,0,1,1,17218594,0,1
1331,8,4,28,18338324,16,2
1332,0,0,1,14678632,1,2
1333,8,5,40,921883356299657216,27,2
1334,4,3,15,857589911511281664,8,2
1335,3,3,15,887307967,9,2
1336,6,6,30,2976578589,18,2
1337,2,7,20,223509017,11,2
1338,2,7,17,1141074588,8,2
1339,0,1,5,194674234,4,2
1340,0,1,3,226456467,2,2
1341,2,4,9,18214949,3,1
1342,1,0,2,2462474503,1,0
1343,0,0,1,3183180205,1,2
1344,0,0,2,614186410,2,2
1345,10,6,26,39975891,10,0
1346,1,0,2,909310214805053440,1,0
1347,0,0,20,534321042,20,2
1348,0,0,1,1010550242,1,2
1349,0,0,6,66298541,6,2
1350,3,0,10,814712851189403648,7,2
1351,2,2,7,2394669810,3,2
1352,4,2,9,243125866,3,0
1353,0,0,5,2546634234,5,2
1354,0,0,11,1121253805,11,2
1355,0,0,1,974967758,1,2
1356,6,2,13,703565664,5,0
1357,0,0,1,322369508,1,2
1358,0,0,1,2743575578,1,2
1359,8,1,55,621811032,46,2
1360,0,0,1,960073884933545984,1,2
1361,6,4,14,788445855137271808,4,0
1362,2,4,10,1561854920,4,1
1363,0,0,1,941391156717477888,1,2
1364,0,0,1,381747362,1,2
1365,0,0,1,1348410378,1,2
1366,0,0,2,235316575,2,2
1367,0,0,1,2989219321,1,2
1368,0,0,1,395044543,1,2
1369,0,0,1,517073071,1,2
1370,0,0,1,807779479,1,2
1371,0,0,1,585184237,1,2
1372,0,0,1,3227785014,1,2
1373,0,0,1,547955262,1,2
1374,0,0,1,532748660,1,2
1375,0,0,1,2300514692,1,2
1376,0,0,1,3056929101,1,2
1377,0,0,1,1855167716,1,2
1378,0,0,1,1563763406,1,2
1379,0,0,1,2251160932,1,2
1380,0,0,1,2777320113,1,2
1381,0,0,1,395711385,1,2
1382,0,0,1,272683063,1,2
1383,0,0,1,2259742784,1,2
1384,0,0,1,4730633568,1,2
1385,0,0,1,2316326298,1,2
1386,0,0,1,619684592,1,2
1387,0,0,1,2288745073,1,2
1388,0,0,1,874642074,1,2
1389,0,0,1,842266027,1,2
1390,0,0,1,616907421,1,2
1391,0,0,1,958107150848548864,1,2
1392,0,0,1,997737966,1,2
1393,0,0,1,2504753753,1,2
1394,0,0,1,594710740,1,2
1395,0,0,1,2310209635,1,2
1396,0,0,1,842742547,1,2
1397,0,0,1,336562094,1,2
1398,0,0,1,996123895,1,2
1399,0,0,1,292122327,1,2
1400,0,0,1,3099332339,1,2
1401,0,0,1,796190626949828608,1,2
1402,0,0,1,2946405292,1,2
1403,0,0,1,2822025681,1,2
1404,0,0,1,1526592756,1,2
1405,0,0,1,613037942,1,2
1406,0,0,1,916842036,1,2
1407,0,0,1,794745018611355648,1,2
1408,0,0,1,4335797777,1,2
1409,0,0,1,711106925,1,2
1410,0,0,1,823685197858271232,1,2
1411,0,0,1,259050493,1,2
1412,0,0,1,916865964,1,2
1413,0,0,1,381185081,1,2
1414,0,0,1,4503795200,1,2
1415,0,0,1,4413636280,1,2
1416,0,0,1,874839187,1,2
1417,0,0,1,2731332496,1,2
1418,0,0,1,4164166756,1,2
1419,0,0,1,623618784,1,2
1420,0,0,1,846858054,1,2
1421,0,0,1,2178467306,1,2
1422,0,1,2,1325643546,1,1
1423,0,0,1,386311596,1,2
1424,0,0,1,1024376815,1,2
1425,0,0,1,2229876006,1,2
1426,0,0,1,4650031876,1,2
1427,0,1,3,3221220359,2,2
1428,0,2,14,424326821,12,2
1429,0,0,1,374640269,1,2
1430,0,0,17,1484892175,17,2
1431,1,2,7,872112838038495232,4,2
1432,1,1,16,891029672431169536,14,2
1433,0,1,2,898659698802425856,1,1
1434,2,3,15,150799669,10,2
1435,1,1,2,20444225,0,0
1436,1,1,4,824577973856542720,2,2
1437,8,10,35,926782102200188928,17,2
1438,2,0,2,881756359053717504,0,0
1439,1,2,4,796689744516161536,1,1
1440,4,2,10,2975404860,4,0
1441,0,0,1,4746594988,1,2
1442,0,0,1,17427000,1,2
1443,0,0,1,3284859120,1,2
1444,0,0,1,195251525,1,2
1445,0,0,1,2735100588,1,2
1446,0,0,1,457901670,1,2
1447,0,0,1,472370406,1,2
1448,0,0,1,3344946257,1,2
1449,0,0,1,97799617,1,2
1450,0,0,1,2614578330,1,2
1451,0,0,1,2909456058,1,2
1452,2,0,8,3335370897,6,2
1453,0,1,1,907453934855270400,0,1
1454,0,1,2,309269406,1,1
1455,1,0,4,1343069790,3,2
1456,0,1,1,892957640489287680,0,1
1457,0,1,22,37909233,21,2
1458,1,4,12,381142628,7,2
1459,1,0,1,388064328,0,0
1460,3,2,6,393735322,1,0
1461,4,6,18,52770751,8,2
1462,3,1,11,2477735801,7,2
1463,1,3,5,414055977,1,1
1464,0,2,13,59512420,11,2
1465,0,2,2,30239098,0,1
1466,0,0,11,876839939568173056,11,2
1467,0,0,1,4699610623,1,2
1468,0,1,6,3656008997,5,2
1469,1,0,1,109655835,0,0
1470,0,0,1,16943790,1,2
1471,0,0,1,50369851,1,2
1472,2,7,12,876761676644835328,3,1
1473,0,1,1,1859453371,0,1
1474,0,1,1,1286329213,0,1
1475,1,0,2,907399195,1,0
1476,3,1,8,475391319,4,2
1477,0,1,1,227821118,0,1
1478,1,1,4,563061700,2,2
1479,1,0,3,58391496,2,2
1480,4,13,40,780472347300073472,23,2
1481,0,3,9,404166628,6,2
1482,24,23,189,2358562603,142,2
1483,0,0,2,709153148,2,2
1484,2,0,5,2976447976,3,2
1485,1,0,7,27289049,6,2
1486,0,0,4,71074656,4,2
1487,1,0,10,890844439442325504,9,2
1488,1,0,1,3649914077,0,0
1489,0,0,7,4831819175,7,2
1490,1,1,6,2891387789,4,2
1491,2,4,9,565486748,3,1
1492,1,0,3,3833364141,2,2
1493,4,11,21,836202807271243776,6,1
1494,0,0,1,257091118,1,2
1495,3,2,8,925855485907099648,3,0
1496,0,0,4,100596004,4,2
1497,1,0,1,4094138597,0,0
1498,0,2,4,18845255,2,1
1499,0,2,3,14592713,1,1
1500,17,0,21,534995611,4,0
1501,0,1,5,879512104923013120,4,2
1502,1,4,34,351753668,29,2
1503,0,1,3,2282872202,2,2
1504,4,0,11,854402500304281600,7,2
1505,0,0,1,3398914084,1,2
1506,1,0,1,41138840,0,0
1507,0,1,1,1385142265,0,1
1508,1,0,1,781523581322731520,0,0
1509,0,1,5,4588058412,4,2
1510,0,1,1,3389867800,0,1
1511,1,0,1,1467390086,0,0
1512,0,0,1,3035958566,1,2
1513,0,0,1,722425824,1,2
1514,0,1,1,14708608,0,1
1515,1,0,4,974919921414148096,3,2
1516,1,1,2,15969831,0,0
1517,9,9,22,3389184479,4,0
1518,6,9,19,2373909360,4,1
1519,0,1,1,878673424553570304,0,1
1520,0,1,1,536565325,0,1
1521,0,0,7,967201305453211648,7,2
1522,2,0,5,2222177018,3,2
1523,2,6,19,2466519777,11,2
1524,1,0,2,1013162455642583040,1,0
1525,0,0,1,2254232250,1,2
1526,0,1,2,16969579,1,1
1527,0,0,2,967659842226634752,2,2
1528,0,0,2,4072454119,2,2
1529,0,0,1,521528405,1,2
1530,2,0,2,750492416,0,0
1531,0,0,1,1416614886,1,2
1532,0,0,1,2206481,1,2
1533,2,2,10,115218504,6,2
1534,0,1,2,4715932720,1,1
1535,2,0,3,56523149,1,0
1536,0,0,1,85153834,1,2
1537,1,0,1,3165969734,0,0
1538,1,0,1,1477560541,0,0
1539,0,1,2,79415162,1,1
1540,0,0,1,983002914443542528,1,2
1541,3,3,8,153230878,2,0
1542,0,0,1,1009364241181097984,1,2
1543,0,0,1,702312930772197376,1,2
1544,1,0,3,801254003803820032,2,2
1545,3,4,14,834874481394888704,7,2
1546,0,0,1,2484719418,1,2
1547,4,23,44,59031403,17,1
1548,1,0,1,999001512763445248,0,0
1549,0,0,6,849049096216117248,6,2
1550,0,1,1,842721175,0,1
1551,0,2,5,838870250561105920,3,2
1552,4,8,32,268149335,20,2
1553,0,4,7,302177690,3,1
1554,2,0,24,39427853,22,2
1555,0,0,2,556934697,2,2
1556,0,0,13,390859918,13,2
1557,0,0,1,1112814650,1,2
1558,0,1,2,48269257,1,1
1559,0,0,1,2407481815,1,2
1560,0,0,1,450935511,1,2
1561,1,3,9,972460204515262464,5,2
1562,0,0,1,594996596,1,2
1563,0,0,1,1864503901,1,2
1564,0,0,1,1107999756,1,2
1565,0,0,10,816695265990246400,10,2
1566,1,0,2,26583990,1,0
1567,0,1,2,2180491392,1,1
1568,2,1,10,15117794,7,2
1569,0,0,3,188695209,3,2
1570,0,0,1,2938771562,1,2
1571,0,1,1,3177236485,0,1
1572,0,0,1,82600190,1,2
1573,4,3,15,804664728861687808,8,2
1574,3,4,16,849554049695444992,9,2
1575,0,0,4,885002667013136384,4,2
1576,4,3,14,900693428731875328,7,2
1577,4,2,17,869517221281878016,11,2
1578,7,5,24,31304097,12,2
1579,0,0,1,945014461,1,2
1580,0,0,1,3064968051,1,2
1581,2,0,10,957006088410251264,8,2
1582,0,0,1,741660600,1,2
1583,0,1,1,4253448748,0,1
1584,0,3,6,725142362398154752,3,1
1585,0,0,1,3145349055,1,2
1586,0,0,3,88403945,3,2
1587,0,0,7,867339804899463168,7,2
1588,0,0,11,997025282350497792,11,2
1589,0,5,18,3246544066,13,2
1590,1,0,6,180589307,5,2
1591,1,0,2,198686176,1,0
1592,1,2,6,838285850,3,2
1593,0,0,1,634363530,1,2
1594,1,1,2,752446353712750592,0,0
1595,1,0,1,1706256618,0,0
1596,0,0,1,2565912996,1,2
1597,0,1,5,178758970,4,2
1598,0,0,1,2333967686,1,2
1599,0,0,1,810662795557515264,1,2
1600,0,0,1,986255947176783872,1,2
1601,0,0,12,2269957598,12,2
1602,1,1,3,970383413021675520,1,0
1603,0,0,1,26434952,1,2
1604,1,3,10,1584989702,6,2
1605,5,3,15,164295381,7,2
1606,0,1,4,929858563,3,2
1607,0,4,21,2322935604,17,2
1608,0,0,1,43597316,1,2
1609,1,0,1,924280843996160000,0,0
1610,0,0,1,153980211,1,2
1611,0,0,2,3226708201,2,2
1612,0,1,1,4071718038,0,1
1613,6,1,16,716627474,9,2
1614,1,1,12,987655772376059904,10,2
1615,1,1,4,31464980,2,2
1616,0,0,1,1262620956,1,2
1617,3,1,8,162282961,4,2
1618,0,0,16,19387955,16,2
1619,0,0,2,993511340483399680,2,2
1620,0,0,3,908376641272811520,3,2
1621,0,0,2,811224591536361472,2,2
1622,0,1,1,1307555329,0,1
1623,1,0,1,402386410,0,0
1624,0,2,4,527486643,2,1
1625,1,0,4,2615494412,3,2
1626,0,2,2,2221772864,0,1
1627,0,1,1,3375225701,0,1
