,tweetID,url,type,title,location,language
141,1042442196606230535,http://twitter.com/Trevor121164/status/1042442196606230535,Twitter,,,en
142,1009408109578555392,http://twitter.com/SweetDaddyDev/status/1009408109578555392,Twitter,,"New York, NY, USA",en
143,959856187977191426,http://twitter.com/Smoke_N_Stuff/status/959856187977191426,Twitter,,USA,en
144,962362676004433920,http://twitter.com/Rick63271903/status/962362676004433920,Twitter,,USA,en
145,1040661132975976449,http://twitter.com/matthewisles/status/1040661132975976449,Twitter,,"Rochester, NY, USA",en
146,961347470000312320,http://twitter.com/COMOVAPOR/status/961347470000312320,Twitter,,USA,en
147,985580345876594688,http://twitter.com/GNCYCoalition/status/985580345876594688,Twitter,,,en
148,997067176178847744,http://twitter.com/aha48342563/status/997067176178847744,Twitter,,,en
149,997059060229984257,http://twitter.com/salhhBn/status/997059060229984257,Twitter,,,en
150,882999489316913153,http://twitter.com/AriMartorano/status/882999489316913153,Twitter,,"Atlantic City, NJ, USA",en
151,989162671583977472,http://twitter.com/NykkaB/status/989162671583977472,Twitter,,,en
152,1007277396859420673,http://twitter.com/rachelllltaylor/status/1007277396859420673,Twitter,,,en
153,997509983079198720,http://twitter.com/MarceeCruz9/status/997509983079198720,Twitter,,"Knoxville, TN, USA",en
154,1032349214360121344,http://twitter.com/PremiumEjuice/status/1032349214360121344,Twitter,,"Toronto, ON, CAN",en
155,1037487265533100033,http://twitter.com/dj_wotring/status/1037487265533100033,Twitter,,USA,en
156,936286126113017856,http://twitter.com/angycmartinez/status/936286126113017856,Twitter,,USA,en
157,1039895467453296641,http://twitter.com/VeteranHusker/status/1039895467453296641,Twitter,,"NE, USA",en
158,1001563758291050500,http://twitter.com/SmokersMatch/status/1001563758291050500,Twitter,,,en
159,1035641195836399617,http://twitter.com/plumehouse/status/1035641195836399617,Twitter,,"VA, USA",en
160,1019253411068416001,http://twitter.com/rachelbritney7/status/1019253411068416001,Twitter,,"Evansville, IN, USA",en
161,1002085276934639616,http://twitter.com/RomeforPres2036/status/1002085276934639616,Twitter,,"Niagara Falls, NY, USA",en
162,921202184192225281,http://twitter.com/alicennotar/status/921202184192225281,Twitter,,,en
163,1007615539966103552,http://twitter.com/scj/status/1007615539966103552,Twitter,,"Sioux City, IA, USA",en
164,1019985079148441600,http://twitter.com/MadelynKnapp__/status/1019985079148441600,Twitter,,"Houston, TX, USA",en
165,885907683123113985,http://twitter.com/c0dd/status/885907683123113985,Twitter,,"CT, USA",en
166,1036486104835346432,http://twitter.com/TessLim4/status/1036486104835346432,Twitter,,,en
167,978722866068733952,http://twitter.com/DrImanAlsaleh/status/978722866068733952,Twitter,,,en
168,959474119082414080,http://twitter.com/ReaganMillican/status/959474119082414080,Twitter,,"TX, USA",en
169,961345650599321602,http://twitter.com/COMOVAPOR/status/961345650599321602,Twitter,,USA,en
170,1027003544488960005,http://twitter.com/wtf_kdrama/status/1027003544488960005,Twitter,,,en
171,1009408799550115840,http://twitter.com/jenniferkochsh1/status/1009408799550115840,Twitter,,"San Francisco, CA, USA",en
172,996977081484546050,http://twitter.com/universecars300/status/996977081484546050,Twitter,,,en
173,959474473979269121,http://twitter.com/audrey_colquitt/status/959474473979269121,Twitter,,,en
